Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:ID de Adjudicación,Entrega compilada:Contratos:Título del contrato,Entrega compilada:Contratos:Descripción del contrato,Entrega compilada:Contratos:Periodo:Fecha de inicio,Entrega compilada:Contratos:Periodo:Fecha de fin,Entrega compilada:Contratos:Periodo:Duración (días),Entrega compilada:Contratos:Valor:Monto,Entrega compilada:Contratos:Valor:Moneda,Entrega compilada:Contratos:Valor:Nombre de Moneda,Entrega compilada:Contratos:Fecha de firma,Entrega compilada:Contratos:Implementación:Fecha de fin,Entrega compilada:Contratos:Implementación:Valor final:Monto,Entrega compilada:Contratos:Implementación:Valor final:Moneda,Entrega compilada:Contratos:Implementación:Valor final:Nombre de Moneda
ocds-dgv273-seacev3-2025-1910-55,ocds-dgv273-seacev3-2025-1910-55-2026-01-01T10:22:06.679464-05:00,2333346,1110505-1689314,CONTRATO N°45-2025-UA-DIGA-UNSCH/PS,"SERVICIO DE CONSTRUCCION DE 01 ANFITEATRO DEL PROYECTO DE INVERSION: MEJORAMIENTO DEL SERVICIO DE GESTION INSTITUCIONAL EN EDUCACION SUPERIOR UNIVERSITARIA EN SERVICIOS BASICOS Y URBANISTICOS DE LA UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA DISTRITO DE AYACUCHO, PROVINCIA DE HUAMANGA, DEPARTAMENTO DE AYACUCHO.",2025-06-25T00:00:00-05:00,2025-08-23T00:00:00-05:00,59,1698281.5,PEN,Soles,2025-06-24T00:00:00-05:00,2025-09-21T00:00:00-05:00,1735463.06,PEN,Soles
ocds-dgv273-seacev3-2025-1167-2,ocds-dgv273-seacev3-2025-1167-2-2026-01-01T10:22:06.648107-05:00,2330603,1105464-10200429546,CONTRATO N° 011-2025-ABAST-MDLUL,"ELABORACIÓN DE EXPEDIENTE TÉCNICO DEL PROYECTO: MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN SISTEMA DE SANEAMIENTO DE CENTRO POBLADO LETICIA DISTRITO DE LA UNIÓN DE LA PROVINCIA DE TARMA DEL DEPARTAMENTO DE JUNÍN, CON CUI 2672692.",2025-05-30T00:00:00-05:00,2025-08-27T00:00:00-05:00,89,85000.0,PEN,Soles,2025-05-30T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-47-80,ocds-dgv273-seacev3-2025-47-80-2026-01-01T10:22:06.251970-05:00,2330432,1107757-1674139,CONTRATO Nº74-2025-G.R.PASCO/GGR,"CONTRATACION SERVICIO DE CONSULTORÍA PARA LA REFORMULACION DE EXPEDIENTE TECNICO: CREACION DE LOS SERVICIOS DE EDUCACIÓN INICIAL DE LAS II.EE. MI LINDO HOGAR DEL C.P. DE COLQUIJIRCA Y CORAZON DE JESÚS DEL C.P. DE SMELTER, DISTRITO TINYAHUARCO, PROVINCIA Y DEPARTAMENTO PASCOCON CUI 2283872",2025-05-31T00:00:00-05:00,2025-07-31T00:00:00-05:00,61,77000.0,PEN,Soles,2025-05-30T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-2002-26,ocds-dgv273-seacev3-2025-2002-26-2025-12-31T10:20:15.476755-05:00,2370522,1114244-1705424,543-2025-INVERMET-OGAF,"SERVICIO DE CONSULTORÍA DE OBRA, SUPERVISIÓN DE LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO Y LA SUPERVISIÓN DE LA EJECUCION DE OBRA DEL PROYECTO: ¿CREACIÓN DEL SERVICIO DE MOVILIDAD URBANA EN UN (01) PASO A DESNIVEL ELEVADO (PUENTE VEHICULAR) EN LA INTERSECCIÓN DE LA AV. JAVIER PRADO Y AV. SÁNCHEZ CARRIÓN, TRAMO: CALLE LOS EUCALIPTOS HASTA EL JR. CARACAS DISTRITO DE SAN ISIDRO DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA¿ CON CÓDIGO ÚNICO DE INVERSIONES 2690617",2025-12-24T00:00:00-05:00,2027-11-30T00:00:00-05:00,706,10520433.46,PEN,Soles,2025-12-23T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1124379,ocds-dgv273-seacev3-1124379-2025-12-31T10:20:02.875034-05:00,2336033,1124379-1693990,CO 001-2025-MPP/PS,"EJECUCION DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES DEL CONDOMINIO LA TINA, DISTRITO DE SAN PEDRO DE LLOC, DE LA PROVINCIA DE PACASMAYO DEL DEPARTAMENTO DE LA LIBERTAD",2025-07-18T00:00:00-05:00,2025-10-17T00:00:00-05:00,91,1806411.15,PEN,Soles,2025-07-09T00:00:00-05:00,2025-11-06T00:00:00-05:00,1985722.89,PEN,Soles
ocds-dgv273-seacev3-2025-564-1,ocds-dgv273-seacev3-2025-564-1-2025-12-31T10:20:02.424262-05:00,2324877,1107398-20452349915,67-2025-MDO/GM,ADQUISICIÓN DE LECHE EVAPORADA ENTERA DE 4IO GR PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPAI-IDAD DISTRITAL DE OTOCA PARA EL EJERCICIO FISCAL 2025,2025-05-08T00:00:00-05:00,2025-12-31T00:00:00-05:00,237,55451.5,PEN,Soles,2025-05-07T00:00:00-05:00,,55577.0,PEN,Soles
ocds-dgv273-seacev3-1115290,ocds-dgv273-seacev3-1115290-2025-12-31T10:20:02.384790-05:00,2327458,1115290-20486571331,CONTRATO N° 003 -2025-MPJ/GM,ADQUISICIÓN DE COMBUSTIBLE DIESEL B5 S50 PARA LAS DIFERENTES AREAS USUARIAS DE LA MUNICIPALIDAD PROVINCIAL DE JAUJA AÑO 2025,2025-05-16T00:00:00-05:00,2025-12-31T00:00:00-05:00,229,150982.44,PEN,Soles,2025-05-15T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-2000-163,ocds-dgv273-seacev3-2025-2000-163-2025-12-31T10:20:02.280321-05:00,2336034,1113198-20455726256,141-2025/SUNAT PRESTACIÓN DE SERVICIOS,CONTRATO,2025-06-27T00:00:00-05:00,2028-06-26T00:00:00-05:00,1095,164907.0,PEN,Soles,2025-06-26T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-300-9,ocds-dgv273-seacev3-2025-300-9-2025-12-31T10:19:43.393523-05:00,2326418,1111636-20530747744,CONTRATO DE ADJUDICACION SIMPLIFICADA N° 005-2025-MPA/CS-1,"CONTRATO DE ADJUDICACION SIMPLIFICADA N° 005-2025-MPA/CS-1: CONTRATACIÓN DE SERVICIO DE EJECUCIÓN DE MANTENIMIENTO RUTINARIO DEL CAMINO VECINAL DEL RUTA AN-649: TRAMO: EMP. AN-107(CHACATO)-MINA QUERUPLAYGA ¿ LAGUNA CRUZPAMPA ¿ VAQUERÍA JUYTUSH (KM. 7+895), DISTRITO DE CHACAS, PROVINCIA DE ASUNCIÓN, ÁNCASH",2025-05-19T00:00:00-05:00,2025-12-31T00:00:00-05:00,226,46423.0,PEN,Soles,2025-05-19T00:00:00-05:00,,43714.99,PEN,Soles
ocds-dgv273-seacev3-1116617,ocds-dgv273-seacev3-1116617-2025-12-31T10:19:43.271502-05:00,2331838,1116617-20445306518,CONTRATO Nº032-2023-MPH-A-GM,"CONTRATACIÓN PARA LA EJECUCIÓN DEL SALDO DE OBRA PARA LA OBRA:""CREACIÓN DEL SERVICIO DE ELECTRIFICACIÓN EN EL PROGRAMA MUNICIPAL DE VIVIENDA DE WASIÑAUPA DISTRITO DE HUARMEY ¿ PROVINCIA DE HUARMEY ¿ DEPARTAMENTO DE ÁNCASH¿, CON CUI Nº2495836.",2025-06-19T00:00:00-05:00,2025-09-01T00:00:00-05:00,74,309984.41,PEN,Soles,2025-06-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1109355,ocds-dgv273-seacev3-1109355-2025-12-31T10:19:43.235117-05:00,2324967,1109355-20539553551,001-2025-GA-MPGSC,ADQUICISION DE DIESEL B5-S50 Y GASOHOL REGULAR PARA LAS UNIDADES VEHICULARES Y MAQUINARIAS DE LA MUNICIPALIDAD PROVINCIAL GENERAL SANCHEZ CERRO,2025-05-15T00:00:00-05:00,2025-12-31T00:00:00-05:00,230,71280.0,PEN,Soles,2025-05-14T00:00:00-05:00,,55721.6,PEN,Soles
ocds-dgv273-seacev3-2025-1283-11,ocds-dgv273-seacev3-2025-1283-11-2025-12-31T10:19:32.162612-05:00,2335909,1107813-20602126120,000024-2025,"CONTRATACION  DE LA EJECUCION DE OBRA:  ""CREACION DEL PARQUE 7 DE AGOSTO, DEL DISTRITO DE PIMENTEL, PROVINCIA DE CHICLAYO, DEPARTAMENTO DE LAMBAYEQUE con CUI N°2461269""",2025-07-08T00:00:00-05:00,2025-09-05T00:00:00-05:00,59,248251.08,PEN,Soles,2025-07-08T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-764-5,ocds-dgv273-seacev3-2025-764-5-2025-12-31T10:19:32.126494-05:00,2331084,1110167-20601696879,CONTRATO Nº 055-2025-GM-MPA-C,ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA - PCA (CON FICHA TECNICA) DE LA MUNICIPALIDAD PROVINCIAL DE ANTA DEL DEPARTAMENTO DE CUSCO.,2025-06-03T00:00:00-05:00,2025-11-30T00:00:00-05:00,180,329374.92,PEN,Soles,2025-06-02T00:00:00-05:00,,405849.33999999997,PEN,Soles
ocds-dgv273-seacev3-1117054,ocds-dgv273-seacev3-1117054-2025-12-31T10:19:31.944407-05:00,2370434,1117054-1697885,029-2025-DGA/UNISCJSA,CONTRATACION DE SERVICIO DE SEGURIDAD Y VIGILANCIA,2025-12-03T00:00:00-05:00,2026-12-03T00:00:00-05:00,365,1600000.0,PEN,Soles,2025-12-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-89261-7,ocds-dgv273-seacev3-2025-89261-7-2025-12-31T10:19:31.887199-05:00,2336645,1110905-20602316221,CONTRATO N° 009-2025-PERÚ COMPRAS-GG-OA  CONCURSO PÚBLICO N° 002-2025-PERÚ COMPRAS-1,CONTRATACIÓN DEL SERVICIO DE LIMPIEZA PARA LA CENTRAL DE COMPRAS  PÚBLICAS - PERÚ COMPRAS,2025-07-25T00:00:00-05:00,2027-07-24T00:00:00-05:00,729,777235.31,PEN,Soles,2025-07-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-89261-7,ocds-dgv273-seacev3-2025-89261-7-2025-12-31T10:19:31.887199-05:00,2352326,1110905-1688233,CONTRATO N° 011-2025-PERÚ COMPRAS-GG-OA,PRESTACIONES PENDIENTES DERIVADAS DE LA RESOLUCIÓN DEL CONTRATO N° 009-2025-PERÚ COMPRAS-GG-OA,2025-10-02T00:00:00-05:00,2027-09-06T00:00:00-05:00,704,810502.96,PEN,Soles,2025-10-02T00:00:00-05:00,,981973.57,PEN,Soles
ocds-dgv273-seacev3-2025-1886-61,ocds-dgv273-seacev3-2025-1886-61-2025-12-31T10:19:31.851285-05:00,2326785,1110878-20505568592,ORDEN DE COMPRA 1026,ADQUISICIÓN DE CHALA VERDE (PARA CUYES) PARA LA GRANJA DE CUYES DE CIENEGUILLA DE LA UNALM,2025-05-23T00:00:00-05:00,2025-08-31T00:00:00-05:00,100,72000.0,PEN,Soles,2025-05-23T00:00:00-05:00,2025-11-30T00:00:00-05:00,99000.0,PEN,Soles
ocds-dgv273-seacev3-2025-373-1,ocds-dgv273-seacev3-2025-373-1-2025-12-31T10:19:19.936442-05:00,2326664,1108390-20601801371,04-2025-OA-AS-MDM/COT/APU,CONTRATACION DE SUMINISTROS PARA PROGRAMA DE VASO DE LECHE,2025-05-16T00:00:00-05:00,2025-12-31T00:00:00-05:00,229,216000.0,PEN,Soles,2025-05-15T00:00:00-05:00,,216852.6,PEN,Soles
ocds-dgv273-seacev3-1114644,ocds-dgv273-seacev3-1114644-2025-12-31T10:19:19.912649-05:00,2325729,1114644-20605830898,0023-2025,ADQUISICIÓN DE GAS LICUADO PARA LA COCCIÓN DE ALIMENTOS PARA EL PTSMV DE LA 3RA BRIG CAB,2025-05-13T00:00:00-05:00,2025-12-30T00:00:00-05:00,231,89800.0,PEN,Soles,2025-05-12T00:00:00-05:00,,82094.45,PEN,Soles
ocds-dgv273-seacev3-2025-287-3,ocds-dgv273-seacev3-2025-287-3-2025-12-31T10:19:19.624442-05:00,2370701,1112016-1674963,030-2025-MDSJ/GM,"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE LA EJECUCIÓN DE LA OBRA ¿RENOVACIÓN DE PUENTE; EN EL (LA) LOCALIDAD DE PAÑOBAMBA DE LA VÍA VECINAL AN-575 (TRAMO PUCARRAGA ¿CHULLIN) DEL DISTRITO DE SAN JUAN, PROVINCIA SIHUAS, DEPARTAMENTO ANCASH¿ CON CUI N° 2636877",2025-12-29T00:00:00-05:00,2026-04-30T00:00:00-05:00,122,113739.38,PEN,Soles,2025-06-16T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-699-6,ocds-dgv273-seacev3-2025-699-6-2025-12-31T10:19:07.653061-05:00,2332833,1111329-1680863,CONTRATO N° 009-2025-MDLP/GM,CONTRATACIÓN DEL SERVICIO DE EJECUCIÓN DE OBRA CREACIÓN DEL SERVICIO DE ESPACIOS PULICOS VERDES EN PARQUE INFANTIL DISTRITO DE LAS PIRIAS DE LA PROVINCIA DE JAÉN - CAJAMARCA,2025-06-17T00:00:00-05:00,2025-11-14T00:00:00-05:00,150,2657546.62,PEN,Soles,2025-06-17T00:00:00-05:00,,2204273.43,PEN,Soles
ocds-dgv273-seacev3-2025-857-6,ocds-dgv273-seacev3-2025-857-6-2025-12-31T10:19:07.619634-05:00,2335073,1108530-20486721759,CONTRATO Nº 006-2025-GM/MPH,ADQUISICIÓN DE LECHE EVAPORADA ENTERA EN TARRO DE 410 G PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA PERIODO 2025.,2025-06-25T00:00:00-05:00,2026-01-30T00:00:00-05:00,219,346265.28,PEN,Soles,2025-06-24T00:00:00-05:00,,395613.06000000006,PEN,Soles
ocds-dgv273-seacev3-2025-320-5,ocds-dgv273-seacev3-2025-320-5-2025-12-31T10:19:07.503220-05:00,2347425,1112822-1684121,CONTRATO N° 01-2025-GM-MDCH-AB-APU,CONTRATO DE EJECUCION DE OBRA N°01-2025-GM-MDCH-AB-APU,2025-06-28T00:00:00-05:00,2025-12-31T00:00:00-05:00,186,3562611.07,PEN,Soles,2025-06-27T00:00:00-05:00,,3735916.0,PEN,Soles
ocds-dgv273-seacev3-2025-1275-2,ocds-dgv273-seacev3-2025-1275-2-2025-12-31T10:19:07.410519-05:00,2329212,1110346-1676349,CONTRATO DE EJECUCION DE OBRA N°001-2025-MDCH/A,CONTRATO DE EJECUCION DE OBRA N°001-2025-MDCH/A,2025-05-30T00:00:00-05:00,2025-09-30T00:00:00-05:00,123,1347943.56,PEN,Soles,2025-05-30T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1124263,ocds-dgv273-seacev3-1124263-2025-12-31T10:19:07.361013-05:00,2338020,1124263-20486573628,054-2025-MPH/GA,CONTRATO DE ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA Y PANTBC DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAYO,2025-07-17T00:00:00-05:00,2025-11-28T00:00:00-05:00,134,2800000.0,PEN,Soles,2025-07-16T00:00:00-05:00,2025-12-31T00:00:00-05:00,3187716.0,PEN,Soles
ocds-dgv273-seacev3-2025-1735-18,ocds-dgv273-seacev3-2025-1735-18-2025-12-31T10:19:07.318593-05:00,2329321,1110665-20600388143,008-2025-MPY-GM,"ADQUISICION DE ARROZ PILADO SUPERIOR, LENTEJA CALIDAD 2 Y MAIZ CUSCO DE CATEGORIA PRIMERA SUPERIOR PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA DE LA MUNICIPALIDAD PROVINCIAL DE YUNGUYO.",2025-06-05T00:00:00-05:00,2025-12-30T00:00:00-05:00,208,315046.2,PEN,Soles,2025-06-04T00:00:00-05:00,,376935.5,PEN,Soles
ocds-dgv273-seacev3-2025-300-7,ocds-dgv273-seacev3-2025-300-7-2025-12-31T10:18:55.965744-05:00,2326422,1111855-20612249661,CONTRATO DE ADJUDICACION SIMPLIFICADA N° 006-2025-MPA/CS-1,"CONTRATO DE ADJUDICACION SIMPLIFICADA N° 006-2025-MPA/CS-1: CONTRATACION DE EJECUCION DE SERVICIO DE MANTENIMIENTO RUTINARIO DEL CAMINO VECINAL DEL TRAMO: EMP. AN-107 (JAMBON) PTE. HUANCASA, MATARA, EMP. AN-642 (CRUCE CHINCHURAJRA) CHINLLA, PUNKUPAMPA (KM 8+770), DISTRITO DE CHACAS, PROVINCIA DE ASUNCION, ANCASH",2025-05-20T00:00:00-05:00,2025-12-31T00:00:00-05:00,225,51000.0,PEN,Soles,2025-05-19T00:00:00-05:00,,47457.0,PEN,Soles
ocds-dgv273-seacev3-2025-1050-40,ocds-dgv273-seacev3-2025-1050-40-2025-12-31T10:18:55.931833-05:00,2329383,1108514-1674752,CONTRATO N°0043-2025-SGLOGYSG-GAF/MPN,CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES DEL AA. HH UNION VICTORIA DISTRITO DE NASCA DE LA PROVINCIA DE NASCA DEL DEPARTAMENTO DE ICA CON CUI N° 2615807,2025-06-05T00:00:00-05:00,2025-10-09T00:00:00-05:00,126,67050.0,PEN,Soles,2025-05-26T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-50-29,ocds-dgv273-seacev3-2025-50-29-2025-12-31T10:18:55.868183-05:00,2326555,1104913-20209098114,N° 054-2025-GRSM/GGR,"ADQUISICIÓN DE COMPENSACIÓN ALIMENTARIA, PARA LOS SERVIDORES PÚBLICOS BAJO EL DECRETO LEGISLATIVO N° 276 DE LA SEDE CENTRAL DEL GOBIERNO REGIONAL SAN MARTÍN, CORRESPONDIENTE AL PERIODO 2025 ¿ ITEM 2: ENLATADOS, PASTAS, HARINAS Y OTROS",2025-05-21T00:00:00-05:00,2026-05-20T00:00:00-05:00,364,412425.0,PEN,Soles,2025-05-20T00:00:00-05:00,,371520.26,PEN,Soles
ocds-dgv273-seacev3-2025-50-29,ocds-dgv273-seacev3-2025-50-29-2025-12-31T10:18:55.868183-05:00,2326552,1104913-20209098114,N° 053-2025-GRSM/GGR,"ADQUISICIÓN DE COMPENSACIÓN ALIMENTARIA, PARA LOS SERVIDORES PÚBLICOS BAJO EL DECRETO LEGISLATIVO N° 276 DE LA SEDE CENTRAL DEL GOBIERNO REGIONAL SAN MARTÍN, CORRESPONDIENTE AL PERIODO 2025 ¿ ITEM 1: LEGUMBRES, CEREALES, FRUTAS Y OTROS",2025-05-21T00:00:00-05:00,2026-05-20T00:00:00-05:00,364,270750.0,PEN,Soles,2025-05-20T00:00:00-05:00,,243894.7,PEN,Soles
ocds-dgv273-seacev3-2025-330-1,ocds-dgv273-seacev3-2025-330-1-2025-12-31T10:18:55.638677-05:00,2325914,1105072-20450587517,CONTRATO N° 056-2025-MDH/GM,ADQUISICION DE LECHE FRESCA DE VACA SIN PROCESAR PARA LOS BENEFICIARIOS DEL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE HUANCARAY AÑO 2025,2025-05-07T00:00:00-05:00,2025-12-31T00:00:00-05:00,238,54680.06,PEN,Soles,2025-05-06T00:00:00-05:00,,54897.659999999996,PEN,Soles
ocds-dgv273-seacev3-2025-369-44,ocds-dgv273-seacev3-2025-369-44-2025-12-31T10:18:43.138723-05:00,2340649,1112773-20564454126,CONTRATO  NRO. 0130-2025-MPCT,"CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PERIÓDICO DEL CAMINO VECINAL R0305032, TRAMO: EMP. AP-920 (CHUYLLULLO) - EMP. AP-922 (CHAUPEC), DEL DISTRITO DE COYLLURQUI, PROVINCIA COTABAMBAS - APURIMAC",2025-08-01T00:00:00-05:00,2025-09-30T00:00:00-05:00,60,395831.2,PEN,Soles,2025-07-31T00:00:00-05:00,2025-10-05T00:00:00-05:00,489913.61,PEN,Soles
ocds-dgv273-seacev3-1108339,ocds-dgv273-seacev3-1108339-2025-12-29T09:53:12.423061-05:00,2333709,1108339-1671941,CONTRATO Nº04-2025-UNDAC/SERVICIO-1,SERVICIO DE PREPARACION DE ALIMENTOS Y ATENCION A ESTUDIANTES BENEFICIARIOS DEL COMEDOR UNIVERSITARIO - SECCION AGRONOMIA - PAUCARTAMBO,2025-05-12T00:00:00-05:00,2025-11-30T00:00:00-05:00,202,221400.0,PEN,Soles,2025-05-09T00:00:00-05:00,,166050.0,PEN,Soles
ocds-dgv273-seacev3-2025-2000-173,ocds-dgv273-seacev3-2025-2000-173-2025-12-29T09:53:12.061779-05:00,2370386,1107975-20515319574,169-2025/SUNAT,"CONTRATACIÓN DEL SERVICIO INTEGRAL DE IMPRESIÓN, FOTOCOPIADO Y ESCANEO DE DOCUMENTOS PARA LAS SEDES DE PIURA Y TUMBES",2025-08-06T00:00:00-05:00,2028-12-31T00:00:00-05:00,1243,945420.1,PEN,Soles,2025-08-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10378-1,ocds-dgv273-seacev3-2025-10378-1-2025-12-29T09:53:11.650835-05:00,2334402,1109960-20350218689,001-2025-DRSA-OEA-O.ABAST,"ADQUISICIÓN DE COMBUSTIBLE DIESEL B5 S50PARA LAS UNIDADES MOVILES DE LA DIRECCION REGIONAL DE SALUD AMAZONAS, RED DE SALUD CHACHAPOYAS Y LAS QUE PARTICIPARAN EN LA ATENCION DE EVENTOS ADVERSOS FRENTE A EMERGENCIAS Y DESASTRES Y ASEGURADOS SIS",2025-05-13T00:00:00-05:00,2026-05-13T00:00:00-05:00,365,169840.32,PEN,Soles,2025-05-12T00:00:00-05:00,,150780.97,PEN,Soles
ocds-dgv273-seacev3-2025-764-6,ocds-dgv273-seacev3-2025-764-6-2025-12-29T09:53:11.204419-05:00,2329154,1113516-20613128019,475-2025,ADQUISICION DE CONSERVA DE ENTERO DE JUREL EN SALSA DE TOMATE EN ENVASE DE HOJALA DE 425 GR. PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA - PCA DE LA MUNICIPALIDAD PROVINCIAL DE ANTA DEL DEPARTAMENTO DE CUSCO.,2025-06-05T00:00:00-05:00,2025-11-30T00:00:00-05:00,178,102008.5,PEN,Soles,2025-06-04T00:00:00-05:00,,132143.0,PEN,Soles
ocds-dgv273-seacev3-2025-820-3,ocds-dgv273-seacev3-2025-820-3-2025-12-28T09:54:26.176170-05:00,2328939,1104949-20490355431,Contrato de bienes N° 13-2025-UL-MDQ/LC,"ADQUISICION DE PUERTAS, VENTANAS Y MANPARAS INCLUYE INSTALACION PARA EL PROYECTO MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION INICIAL Y PRIMARIA DE LA INSTITUCION EDUCATIVA DE SANTA ROSA DEL DISTRITO DE QUELLOUNO, LA CONVENCION, CUSCO.",2025-05-27T00:00:00-05:00,2025-06-27T00:00:00-05:00,31,132550.0,PEN,Soles,2025-05-26T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-37-260,ocds-dgv273-seacev3-2025-37-260-2025-12-28T09:54:16.781691-05:00,2328781,1108934-20490368761,ORDEN DE COMPRA N°1930-2025,"ADQUISICION DE CALDERAS, PARA EL PROCESO DE ELABORACION DE PROCUCTOS LACTEOS PARA EL PLAN DE NEGOCIO ""AMPLIACION DE LA PRODUCCION DE QUESOS MADURADOS EN LA ASOCIACION DE PRODUCTORES PECUARIOS TAMBOLAC CON INNOVACION, TECNOLOGIA Y LA GENERACION DE EMPLEO JUVENIL EN EL DISTRITO DE ZURITE, PROVINCIA DE",2025-05-31T00:00:00-05:00,2025-07-31T00:00:00-05:00,61,99000.0,PEN,Soles,2025-05-30T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-421-58,ocds-dgv273-seacev3-2025-421-58-2025-12-28T09:54:16.735983-05:00,2331813,1112296-10295302556,2891-2025,ORDEN DE SERVICIO 2891-2025,2025-05-23T00:00:00-05:00,2025-10-19T00:00:00-05:00,149,74250.0,PEN,Soles,2025-05-22T00:00:00-05:00,,92565.0,PEN,Soles
ocds-dgv273-seacev3-2025-1944-7,ocds-dgv273-seacev3-2025-1944-7-2025-12-28T09:54:16.621390-05:00,2328088,1106101-20418896915,002-2025-CENFOTUR,CONTRATO 002-2025-CENFOTUR,2025-05-22T00:00:00-05:00,2025-06-30T00:00:00-05:00,39,61979.0,PEN,Soles,2025-05-22T00:00:00-05:00,2026-05-30T00:00:00-05:00,62512.28,PEN,Soles
ocds-dgv273-seacev3-2025-45-231,ocds-dgv273-seacev3-2025-45-231-2025-12-26T10:01:50.109378-05:00,2326463,1109507-20604625883,CONTRATO N° 047-2025-GOREMAD-GGR,"ADQUISICION DE CONCRETO PREMEZCLADO FC=245 KGCM2 PARA LA OBRA : "" MEJORAMIENTO DE LA RED VIAL DEPARTAMENTAL MC 102 TRAMO CHAPAJAL EMBARCADERO BOTAFOGO - DISTRITO DE TAMBOPATA - PROVINCIA DE TAMBOPATA - REGION DE MADRE DE DIOS""",2025-05-16T00:00:00-05:00,2025-11-11T00:00:00-05:00,179,333000.0,PEN,Soles,2025-05-15T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-49-191,ocds-dgv273-seacev3-2025-49-191-2025-12-26T10:01:50.021770-05:00,2332471,1105670-20392965191,2205,"ADQUISICION CONCRETO PRE MEZCLADO FC=140KGM2 SEGUN EETT PARA LA META:MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA IES POLITÉCNICO REGIONAL LOS ANDES, DISTRITO DE JULIACA, PROVINCIA DE SAN ROMÁN - PUNO",2025-05-22T00:00:00-05:00,2026-01-17T00:00:00-05:00,240,174460.16,PEN,Soles,2025-05-21T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1117062,ocds-dgv273-seacev3-1117062-2025-12-26T10:01:50.003538-05:00,2331243,1117062-1682448,CONTRATO Nº080-2025-G.R.PASCO/GGR,"EJECUCION DE IOARR: CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS Y TALUD/ MURO DE CONTENCION EN EL(LA) I.E. 35004 SANTO DOMINGO SAVIO DISTRITO DE YANAHUANCA, PROVINCIA DANIEL ALCIDES CARRION, DEPARTAMENTO PASCO CON CUI N 2602278",2025-06-12T00:00:00-05:00,2025-09-10T00:00:00-05:00,90,1284610.15,PEN,Soles,2025-06-11T00:00:00-05:00,,1382527.69,PEN,Soles
ocds-dgv273-seacev3-1163112,ocds-dgv273-seacev3-1163112-2025-12-26T10:01:39.369893-05:00,2370026,1163112-1738707,CONTRATO N° 055-2025-MINEM/DGER,CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE OBRA ¿CREACIÓN DEL SERVICIO DE SUMINISTRO ELÉCTRICO DOMICILIARIO EN ZONAS RURALES EN 11 UNIDADES PRODUCTORAS 11 DISTRITOS DE 3 PROVINCIAS DEL DEPARTAMENTO MADRE DE DIOS¿,2025-12-17T00:00:00-05:00,2027-08-09T00:00:00-05:00,600,6121661.27,PEN,Soles,2025-12-17T00:00:00-05:00,,,,
