Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:ID de Adjudicación,Entrega compilada:Contratos:Título del contrato,Entrega compilada:Contratos:Descripción del contrato,Entrega compilada:Contratos:Periodo:Fecha de inicio,Entrega compilada:Contratos:Periodo:Fecha de fin,Entrega compilada:Contratos:Periodo:Duración (días),Entrega compilada:Contratos:Valor:Monto,Entrega compilada:Contratos:Valor:Moneda,Entrega compilada:Contratos:Valor:Nombre de Moneda,Entrega compilada:Contratos:Fecha de firma,Entrega compilada:Contratos:Implementación:Valor final:Monto,Entrega compilada:Contratos:Implementación:Valor final:Moneda,Entrega compilada:Contratos:Implementación:Valor final:Nombre de Moneda,Entrega compilada:Contratos:Implementación:Fecha de fin
ocds-dgv273-seacev3-2025-1060-8,ocds-dgv273-seacev3-2025-1060-8-2026-04-29T10:18:21.432290-05:00,2317051,1088472-20601333181,CONTRATO DE EJECUCION DE OBRAS N° 012-2025-MPP-GM,"CONSTRUCCION DE COBERTURA; EN LA I.E. 22455 JOSE DE LA TORRE UGARTE DEL DISTRITO DE PISCO, PROVINCIA DE PISCO, DEPARTAMENTO ICA",2025-04-07T00:00:00-05:00,2025-06-12T00:00:00-05:00,66,873907.42,PEN,Soles,2025-03-27T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1093213,ocds-dgv273-seacev3-1093213-2026-04-29T10:18:12.141506-05:00,2320339,1093213-1651178,03-2025-mdcnv,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN DIFERENTES CALLES DE CENTRO POBLADO SANTA CLARA DISTRITO CRISTO NOS VALGA DE LA PROVINCIA SECHURA DEL DEPARTAMENTO DE PIURA CUI N°2645915 META 1: CALLES LIBERTAD, S/N N01, MOQUEGUA (ENTRE VIA SANTA CLARA A CALLE CALLAO Y ENTRE CALLE GRAU A CALLE ICA), HUSACAR (ENTRE CALLE LIMA Y MOQUEGUA)",2025-04-24T00:00:00-05:00,2025-06-24T00:00:00-05:00,61,815541.91,PEN,Soles,2025-04-15T00:00:00-05:00,1223312.86,PEN,Soles,
ocds-dgv273-seacev3-2025-10151-10,ocds-dgv273-seacev3-2025-10151-10-2026-04-29T10:18:12.090698-05:00,2316145,1089917-10454769959,01-2025 VIII DIRTEPOL HUANCAYO,ADQUISICIÓN DE ALIMENTOS PARA GANADO EQUINO PARA EL ESCUADRÓN DE LA POLICÍA MONTADA - USE DE LA REGIÓN POLICIAL JUNÍN.,2025-03-26T00:00:00-05:00,2026-03-26T00:00:00-05:00,365,131400.0,PEN,Soles,2025-03-25T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10151-10,ocds-dgv273-seacev3-2025-10151-10-2026-04-29T10:18:12.090698-05:00,2316166,1089917-10454769959,02-2025 VIII DIRTEPOL HUANCAYO,ADQUISICIÓN DE ALIMENTOS PARA GANADO EQUINO PARA EL ESCUADRÓN DE LA POLICÍA MONTADA - USE DE LA REGIÓN POLICIAL JUNÍN ITEM 2 ALIMENTO BALANCEADO,2025-03-26T00:00:00-05:00,2026-03-26T00:00:00-05:00,365,74752.0,PEN,Soles,2025-03-25T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1598-14,ocds-dgv273-seacev3-2025-1598-14-2026-04-29T10:18:12.053421-05:00,2312357,1087897-20514345440,005-2025-MDP,CONTRATACION PARA LA ADQUISICIÓN DE LECHE EVAPORADA ENTERA PARA EL PROGRAMA VASO DE LECHE AÑO FISCAL 2025 DE LA MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,2025-02-28T00:00:00-05:00,2025-09-22T00:00:00-05:00,206,395307.6,PEN,Soles,2025-02-27T00:00:00-05:00,497170.3,PEN,Soles,2025-12-31T00:00:00-05:00
ocds-dgv273-seacev3-2025-10356-44,ocds-dgv273-seacev3-2025-10356-44-2026-04-26T10:13:29.568070-05:00,2318013,1089421-1647022,SGO-07-2025,"SUPERVISIÓN DE OBRA ¿CONSTRUCCION DE OBRAS DE ARTE: EN EL (LA) SISTEMA DE RIEGO CHAVIMOCHIC I Y II ETAPA DISTRITO DE CHAO, PROVINCIA VIRU, DEPARTAMENTO LA LIBERTAD - CUI: 2593295 ITEM 1 COMPONENTE OBRAS CIVILES¿",2025-04-03T00:00:00-05:00,2025-10-30T00:00:00-05:00,210,408415.0,PEN,Soles,2025-04-02T00:00:00-05:00,,,,2026-01-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-416-5,ocds-dgv273-seacev3-2025-416-5-2026-04-26T10:13:29.530905-05:00,2319836,1088315-20532580260,CONTRATO N° 027-2025-MDS-GM,CONTRATACION PARA LA EJECUCION DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA Y SERVICIO DE EDUCACION SECUNDARIA EN I.E. 40256 CARLOS MANCHEGO RENDON DE CENTRO POBLADO 4 DE OCTUBRE DISTRITO DE SOCABAYA DE LA PROVINCIA DE AREQUIPA DEL DEPARTAMENTO DE AREQUIPA I ETAPA CUI N° 2615187,2025-04-11T00:00:00-05:00,2025-08-08T00:00:00-05:00,119,1838687.17,PEN,Soles,2025-04-10T00:00:00-05:00,1865021.39,PEN,Soles,
ocds-dgv273-seacev3-1091603,ocds-dgv273-seacev3-1091603-2026-04-26T10:13:18.478521-05:00,2317270,1091603-10027062038,006-2025-ANIN/DAI,"CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO: CREACION DEL SERVICIO DE PROTECCION EN LAS RIBERAS DEL RIO PIURA, VULNERABLE ANTE EL PELIGRO EN LOS SECTORES SAN VICENTE ¿ SAN RAFAEL, OLIVARES ¿ PARALES, DISTRITO DE PIURA ¿ PROVINCIA DE PIURA ¿ DEPARTAMENTO DE PIURA ¿ CODIGO ÚNICO DE INVERSIONES N° 2568071",2025-03-21T00:00:00-05:00,2025-09-25T00:00:00-05:00,188,1260480.3,PEN,Soles,2025-03-20T00:00:00-05:00,1250898.7,PEN,Soles,2026-05-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-10015-4,ocds-dgv273-seacev3-2025-10015-4-2026-04-26T10:13:00.110986-05:00,2321457,1089970-20602343350,013,CONTRATACIÓN DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL CAMPAMENTO DE LA OBRA PRESA PALO REDONDO DEL PROYECTO CHAVIMOCHIC TERCERA ETAPA.,2026-04-29T00:00:00-05:00,2026-04-30T00:00:00-05:00,,892850.88,PEN,Soles,2025-04-28T00:00:00-05:00,1153265.72,PEN,Soles,
ocds-dgv273-seacev3-2025-1054-10,ocds-dgv273-seacev3-2025-1054-10-2026-04-26T10:13:00.057890-05:00,2323077,1093173-1651604,CONTRATO N 028-2025-MDVA/GM,"CONTRATO DE EJECUCION DE OBRA DENOMINADA. REMODELACION DE VEREDA, SARDINEL Y SUMINISTRO DE ENERGIA ELECTRICA; ADQUISICION DE MOBILIARIO URBANO; EN EL(LA) C.P. LAS TRANCAS DISTRITO DE VISTA ALEGRE, PROVINCIA NASCA, DEPARTAMENTO ICA, CON CUI N°2649134.",2025-04-10T00:00:00-05:00,2025-06-24T00:00:00-05:00,75,782002.52,PEN,Soles,2025-04-09T00:00:00-05:00,898262.9400000001,PEN,Soles,
ocds-dgv273-seacev3-2025-1031-6,ocds-dgv273-seacev3-2025-1031-6-2026-04-25T10:20:23.680771-05:00,2334637,1091005-20494263484,4-2025-MDS,CONTRATO PARA LA LA EJECUCION DE LA OBRA RENOVACION DE RED DE ALCANTARILLADO EN EL(LA) EN EL CENTRO POBLADO DE SANTA CRUZ DE VILLACURÍ HH UU SANTA MÓNICA Y AH AMPLIACIÓN I Y II VILLACURÍ DISTRITO DE SALAS PROVINCIA ICA DEPARTAMENTO ICA CON CUI  2645175,2025-07-11T00:00:00-05:00,2026-01-30T00:00:00-05:00,203,5093076.18,PEN,Soles,2025-06-26T00:00:00-05:00,5503788.59,PEN,Soles,
ocds-dgv273-seacev3-2025-35-7,ocds-dgv273-seacev3-2025-35-7-2026-04-25T10:20:12.718867-05:00,2317938,1091384-20548677271,OC-1183-2025,"ADQUISICIÓN Y PUESTA EN OPERACIÓN DE LOS BIENES PARA EL SISTEMA DE NETWORKING Y COMUNICACIONES PARA LA OBRA: MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA INSTITUCIÓN EDUCATIVA PÚBLICA MARIA AUXILIADORA, DISTRITO DE HUANTA, HUANTA, AYACUCHO",2025-04-04T00:00:00-05:00,2025-05-18T00:00:00-05:00,44,112291.24,PEN,Soles,2025-04-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1003048448-1,ocds-dgv273-seacev3-2025-1003048448-1-2026-04-24T10:19:07.544585-05:00,2317897,1092697-20601978700,001-2025-MINDEF/VPD/DIGEDOC-CAEN-EPG,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL CENTRO DE ALTOS ESTUDIOS NACIONALES - ESCUELA DE POSGRADO,2025-04-10T00:00:00-05:00,2026-04-10T00:00:00-05:00,365,190000.0,PEN,Soles,2025-04-08T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1003011158-36,ocds-dgv273-seacev3-2025-1003011158-36-2026-04-24T10:18:56.250583-05:00,2313324,1088908-20605141723,12-2025,"ADQUISICIÓN DE SUMINISTRO DE COMBUSTIBLE DIESEL B5 S-50 PARA LAS UNIDADES VEHÍCULARES, MAQUINARIA LIVIANA, MAQUINARIA PESADA Y EQUIPOS DE LA MUNICIPALIDAD DISTRITAL DE VEINTISÉIS DE OCTUBRE",2025-03-14T00:00:00-05:00,2026-03-13T00:00:00-05:00,364,3884798.05,PEN,Soles,2025-03-13T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1092812,ocds-dgv273-seacev3-1092812-2026-04-24T10:18:56.217641-05:00,2315941,1092812-20606152176,015-2025,SERVICIO DE ALQUILER DE EQUIPO ECOGRAFO ULTRASONIDO POR EL PERIODO 12 MESES,2025-03-22T00:00:00-05:00,2026-03-23T00:00:00-05:00,366,162000.0,PEN,Soles,2025-03-21T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10352-3,ocds-dgv273-seacev3-2025-10352-3-2026-04-24T10:18:44.998720-05:00,2316435,1087620-20526032854,1,"EJECUCION DE LA OBRA: REPARACIÓN DE ESTRUCTURA DE SOPORTE, EN EL (LA) RÍO PIURA (ALCANTARILLA 13.08) DISTRITO DE CURA MORI, PROVINCIA DE PIURA, DEPARTAMENTO DE PIURA",2025-03-24T00:00:00-05:00,2025-05-05T00:00:00-05:00,42,3856537.48,PEN,Soles,2025-03-21T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10431-17,ocds-dgv273-seacev3-2025-10431-17-2026-04-23T10:36:53.585452-05:00,2322346,1090921-1650125,CONTRATO N°028-2025-GSRCHOTA,"CONTRATACIÓN DE LA EJECUCIÓN DE LA IOARR: ""CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) I.E. RAMON CASTILLA EN EL CENTRO POBLADO PACCHA, DISTRITO DE PACCHA, PROVINCIA CHOTA, DEPARTAMENTO CAJAMARCA""",2025-05-06T00:00:00-05:00,2025-08-04T00:00:00-05:00,90,433348.62,PEN,Soles,2025-04-22T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1091214,ocds-dgv273-seacev3-1091214-2026-04-23T10:36:30.693130-05:00,2318987,1091214-20439321874,CONTRATO DE FECHA 04 DE ABRIL DE 2025,"CONTRATACIÓN DEL SERVICIO DE IDENTIFICACIÓN, RECOLECCIÓN, ADQUISICIÓN Y PRESERVACIÓN DE EVIDENCIAS DIGITALES",2025-04-05T00:00:00-05:00,2026-04-04T00:00:00-05:00,364,279000.0,PEN,Soles,2025-04-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1092326,ocds-dgv273-seacev3-1092326-2026-04-22T10:35:29.749351-05:00,2310621,1092326-10442606299,CONTRATO DE SERVICIOS Nº 005-2025-MPS/GM,"CONTRATACIÓN DEL SERVICIO DE ALQUILER DE LOCAL PARA EL ALMACEN DE ACERVO DOCUMENTARIO DE LA GERENCIA DE ADMINISTRACIÓN, SUB GERENCIAS DE: TESORERÍA, LOGÍSTICA, RECURSOS HUMANOS, CONTABILIDAD, MAQUINARIA, UNIDAD DE ALMACÉN Y LA OFICINA DE PATRIMONIO",2025-02-28T00:00:00-05:00,2025-12-24T00:00:00-05:00,299,60000.0,PEN,Soles,2025-02-27T00:00:00-05:00,120000.0,PEN,Soles,2026-12-31T00:00:00-05:00
ocds-dgv273-seacev3-2025-46-42,ocds-dgv273-seacev3-2025-46-42-2026-04-19T10:07:56.958117-05:00,2324797,1092809-20609319071,CONTRATO N° 020-2025-GRM,"ADQUISICION DE CONCRETO PREMEZCLADO PARA EL PROYECTO DENOMINADO ""MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA I.E. FERNANDO BELAUNDE TERRY EN EL C.P. SAN ANTONIO DEL DISTRITO DE MOQUEGUA - PROVINCIA DE MARISCAL NIETO - DEPARTAMENTO DE MOQUEGUA""",2025-05-10T00:00:00-05:00,2025-10-31T00:00:00-05:00,174,910319.85,PEN,Soles,2025-05-09T00:00:00-05:00,1137732.99,PEN,Soles,2025-12-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-230809-7,ocds-dgv273-seacev3-2025-230809-7-2026-04-18T10:19:28.637878-05:00,2315085,1089585-20100210909,CONTRATO 05-2025-PGE,CONTRATACIÓN DE SERVICIO DE SEGUROS PARA LA COBERTURA DE BIENES PATRIMONIALES E INTERESES DE LA PROCURADURÍA GENERAL DEL ESTADO,2025-03-22T00:00:00-05:00,2026-09-21T00:00:00-05:00,548,93685.51,PEN,Soles,2025-03-20T00:00:00-05:00,92176.70999999999,PEN,Soles,
ocds-dgv273-seacev3-2025-10217-12,ocds-dgv273-seacev3-2025-10217-12-2026-04-18T10:18:56.559319-05:00,2315789,1091529-20550024447,007-HEJCU-2025,ALQUILER DE COMPUTADORAS PARA EL HEJCU,2025-03-28T00:00:00-05:00,2026-03-27T00:00:00-05:00,364,249600.0,PEN,Soles,2025-03-26T00:00:00-05:00,270400.0,PEN,Soles,
ocds-dgv273-seacev3-2025-10449-8,ocds-dgv273-seacev3-2025-10449-8-2026-04-17T10:29:07.796266-05:00,2328639,1090499-20601883024,CONTRATO N° 057-2025-GR CUSCO/GRTC,SERVICIO DE ALQUILER DE EXCAVADORA SOBRE ORUGA,2026-01-23T00:00:00-05:00,2026-01-31T00:00:00-05:00,8,2460000.0,PEN,Soles,2025-05-15T00:00:00-05:00,3075000.0,PEN,Soles,2026-03-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-1031-2,ocds-dgv273-seacev3-2025-1031-2-2026-04-17T10:28:56.976426-05:00,2319636,1088810-20452349915,1-2025-MDS,"CONTRATO PARA LA ADQUISICION DE INSUMO LECHE EVAPORADA PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SALAS PARA EL AÑO 2025, PROVINCIA DE ICA, DEPARTAMENTO DE ICA¿",2025-03-26T00:00:00-05:00,2025-12-31T00:00:00-05:00,280,109920.6,PEN,Soles,2025-03-25T00:00:00-05:00,137400.75,PEN,Soles,
ocds-dgv273-seacev3-2025-200283-3,ocds-dgv273-seacev3-2025-200283-3-2026-04-17T10:28:46.173596-05:00,2316462,1092379-20418896915,001-2025-OSINFOR,"Contratación del servicio de los seguros: Multirriesgo, Comprensiva 3d, Responsabilidad Civil y Automóviles",2025-03-31T00:00:00-05:00,2026-04-17T00:00:00-05:00,382,15720.23,USD,Dólar Norteamericano,2025-03-28T00:00:00-05:00,17012.309999999998,USD,Dólar Norteamericano,
ocds-dgv273-seacev3-2025-1899-8,ocds-dgv273-seacev3-2025-1899-8-2026-04-16T10:36:54.036205-05:00,2318680,1092748-1650598,CONTRATO Nº 004-2025-UA-UNCP,"CONTRATACIÓN DE SERVICIO DE ALIMENTACIÓN PARA LOS ESTUDIANTES BENEFICIADOS DE LA FACULTAD DE AGRONOMÍA - FILIAL MANTARO DE LA UNCP, PARA LOS SEMESTRES ACADÉMICOS 2025-I Y 2025-II",2025-04-02T00:00:00-05:00,2025-12-22T00:00:00-05:00,264,212272.5,PEN,Soles,2025-04-01T00:00:00-05:00,205425.0,PEN,Soles,2025-12-31T00:00:00-05:00
ocds-dgv273-seacev3-2025-1922-152,ocds-dgv273-seacev3-2025-1922-152-2026-04-16T10:36:42.654455-05:00,2313294,1091383-20516605104,AS-37-2024-SBS,SERVICIO DE SOPORTE TECNICO DE SWITCHES DE CORE Y TOP OF RACK,2025-03-14T00:00:00-05:00,2025-11-01T00:00:00-05:00,232,185263.0,PEN,Soles,2025-03-13T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10434-18,ocds-dgv273-seacev3-2025-10434-18-2026-04-16T10:36:42.622384-05:00,2313531,1088736-10188564041,8-2025,CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA EN GENERAL PARA LA RESIDENCIA DE OBRA:  MEJORAMIENTO DEL SERVICIO DE PROVISION DE AGUA PARA RIEGO EN 13 UNIDADES PRODUCTORAS 12 DISTRITOS DE LA PROVINCIA DE SAN MIGUEL DEL DEPARTAMENTO DE CAJAMARCA. C.U.I. 2593645,2025-03-11T00:00:00-05:00,2026-02-03T00:00:00-05:00,329,89991.0,PEN,Soles,2025-03-10T00:00:00-05:00,97899.3,PEN,Soles,
ocds-dgv273-seacev3-2025-200437-22,ocds-dgv273-seacev3-2025-200437-22-2026-04-16T10:36:42.563666-05:00,2317691,1092790-20427497888,005-2025,SERVICIO DE ALQUILER DE IMPRESORAS MULTIFUNCIONALES PARA IMPRESIÓN Y FOTOCOPIADO DE LA SEDE CENTRAL DEL PROGRAMA NACIONAL CUNA MÁS,2025-03-27T00:00:00-05:00,2026-03-26T00:00:00-05:00,364,89975.04,PEN,Soles,2025-03-26T00:00:00-05:00,116967.54999999999,PEN,Soles,
ocds-dgv273-seacev3-2025-10361-1,ocds-dgv273-seacev3-2025-10361-1-2026-04-16T10:36:42.511952-05:00,2317236,1092853-20605987967,039-2025-MIDAGRI-PESCS,CONTRATACIÓN DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL LOCAL DEL PROYECTO ESPECIAL SIERRA CENTRO SUR (PESCS) SEDE CENTRAL.,2025-04-02T00:00:00-05:00,2026-04-01T00:00:00-05:00,364,113583.0,PEN,Soles,2025-04-01T00:00:00-05:00,123048.25,PEN,Soles,
ocds-dgv273-seacev3-1089343,ocds-dgv273-seacev3-1089343-2026-04-16T10:36:29.691213-05:00,2312743,1089343-20502794648,OC 35,ADQUISICIÓN DE COMBUSTIBLE,2025-03-13T00:00:00-05:00,2025-12-31T00:00:00-05:00,293,80000.0,PEN,Soles,2025-03-13T00:00:00-05:00,,,,2026-07-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-1029-6,ocds-dgv273-seacev3-2025-1029-6-2026-04-16T10:36:10.064271-05:00,2321557,1088960-1647585,21-2025-GM/MDP,"CONTRATO PARA LA EJECUCIÓN DE LA OBRA: ¿CONSTRUCCION DE RED DE ALCANTARILLADO, RED DE DISTRIBUCION, CONEXION DOMICILIARIA DE ALCANTARILLADO Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE; EN EL(LA) PASAJE HORNO VIEJO, VISTA ALEGRE Y AV. LA FLORIDA ¿SECTOR TINGUIÑA VALLE DEL DISTRITO DE PARCONA, PROVINCIA ICA, DEPARTAMENTO ICA¿",2025-05-05T00:00:00-05:00,2025-10-02T00:00:00-05:00,150,2031434.35,PEN,Soles,2025-04-25T00:00:00-05:00,2084968.56,PEN,Soles,2025-10-14T00:00:00-05:00
ocds-dgv273-seacev3-1109197,ocds-dgv273-seacev3-1109197-2026-04-16T10:35:47.065323-05:00,2326123,1109197-10458652614,CONTRATO Nº 017-2025-UA-UNCP,"CONTRATACIÓN DE SERVICIO DE ALIMENTACIÓN PARA LOS ESTUDIANTES BENEFICIADOS DE LA FACULTAD DE CIENCIAS APLICADAS - FILIAL TARMA DE LA UNCP, PARA LOS SEMESTRES ACADÉMICOS 2025-I Y 2025-II",2025-05-10T00:00:00-05:00,2025-12-22T00:00:00-05:00,226,156860.0,PEN,Soles,2025-05-09T00:00:00-05:00,138644.0,PEN,Soles,2025-12-31T00:00:00-05:00
ocds-dgv273-seacev3-2025-1589-9,ocds-dgv273-seacev3-2025-1589-9-2026-04-16T10:35:35.104051-05:00,2316797,1092770-20609345587,05-06- 2025-MDLA,"ADQUISICION DE 9,564 GALONES DE COMBUSTIBLE DIESEL B5 S-50 Y 6,080 GALONES DE GASOHOL REGULAR PARA LAS UNIDADES MOVILES DE LA MUNICIPALIDAD DISTRITAL DE LA ARENA CORRESPONDIENTE AL AÑO 2025.",2025-03-20T00:00:00-05:00,2025-12-31T00:00:00-05:00,286,214556.17,PEN,Soles,2025-03-19T00:00:00-05:00,226677.94,PEN,Soles,
ocds-dgv273-seacev3-2025-200030-8,ocds-dgv273-seacev3-2025-200030-8-2026-04-16T10:35:35.057122-05:00,2331463,1091764-1684460,CONTRATO 056-2025-GRL-OBRAS,"CONTRATACION DE EJECUCION DE OBRA CUI N° 2482109 ""MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DEL CIRCUITO BICENTENARIO DE LA INDEPENDENCIA EN 5 DISTRITOS DE LA PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA""",2025-06-12T00:00:00-05:00,2026-08-21T00:00:00-05:00,435,110582521.31,PEN,Soles,2025-06-11T00:00:00-05:00,114241633.88,PEN,Soles,
ocds-dgv273-seacev3-2025-200130-12,ocds-dgv273-seacev3-2025-200130-12-2026-04-16T10:35:35.017711-05:00,2330541,1087975-20612296163,CONTRATO DE SERVICIO Nº 010-2025-RIS3A,"SERVICIO DE LIMPIEZA Y DESINFECCIÓN PARA LAS INSTALACIONES DEL HOSPITAL INTERCULTURAL DE ATALAYA 2025, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",2025-06-03T00:00:00-05:00,2026-06-03T00:00:00-05:00,365,845000.0,PEN,Soles,2025-06-02T00:00:00-05:00,1014000.0,PEN,Soles,
ocds-dgv273-seacev3-2025-685-14,ocds-dgv273-seacev3-2025-685-14-2026-04-16T10:35:34.995170-05:00,2331036,1093831-1658328,003-2025-MPH-BCA,CONTRATACIÓN DE LA EJECUCIÓN DE OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO EL ROMERO (ZONA RURAL BAJA) DEL DISTRITO DE BAMBAMARCA - PROVINCIA DE HUALGAYOC - DEPARTAMENTO DE CAJAMARCA,2025-06-17T00:00:00-05:00,2025-11-14T00:00:00-05:00,150,3677775.61,PEN,Soles,2025-06-03T00:00:00-05:00,3822175.29,PEN,Soles,2025-12-14T00:00:00-05:00
ocds-dgv273-seacev3-1088307,ocds-dgv273-seacev3-1088307-2026-04-11T10:14:18.797416-05:00,2308103,1088307-1643479,14-2025-EMAPE/GCAF,CONTRATO DE ELABORACION DE EXPEDIENTE TECNICO Y EJECUCION DE OBRA,2025-02-14T00:00:00-05:00,2025-12-14T00:00:00-05:00,303,106257944.77,PEN,Soles,2025-02-13T00:00:00-05:00,106650623.42999999,PEN,Soles,
ocds-dgv273-seacev3-2025-754-20,ocds-dgv273-seacev3-2025-754-20-2026-04-11T10:14:08.214837-05:00,2319529,1092608-10251852184,10-2025,"ADQUISICIÓN DE CONCRETO PREMEZCLADO 175 KG/CM2 CON CEMENTO TIPO IP Y AGREGADO H 67 PARA LA OBRA ""MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES DE LA APV. SOL NACIENTE DE ALTO QOSQO DISTRITO DE SAN SEBASTIAN - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO""",2025-03-25T00:00:00-05:00,2025-12-09T00:00:00-05:00,259,314100.0,PEN,Soles,2025-03-24T00:00:00-05:00,,,,2025-12-20T00:00:00-05:00
ocds-dgv273-seacev3-1091451,ocds-dgv273-seacev3-1091451-2026-04-10T10:15:27.390939-05:00,2319093,1091451-1650159,CONTRATO N° 37-2024-AS-GR PUNO,SERVICIO DE SUPERVISION DE LA OBRA,2025-04-14T00:00:00-05:00,2026-09-05T00:00:00-05:00,509,2651795.05,PEN,Soles,2025-04-10T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1182110,ocds-dgv273-seacev3-1182110-2026-04-09T10:18:17.888413-05:00,2385038,1182110-20609384043,CD 08 ORDEN DE COMPRA 0024-2025,ADQUISICIÓN DE MOBILIARIO PARA LA OFICINA DE COORDINACIÓN REGIONAL CUSCO DE LA UNIDAD DE GESTIÓN DE PROGRAMAS Y PROYECTOS - BID,2025-03-05T00:00:00-05:00,2025-03-17T00:00:00-05:00,12,4638.43,PEN,Nuevos Soles,2025-03-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200501-1,ocds-dgv273-seacev3-2025-200501-1-2026-04-09T10:18:06.165400-05:00,2319001,1093808-20607472123,4,SERVICIO DE MEDICO OCUPACIONAL PARA LOS SERVIDORES DE LA CORTE SUPERIOR DE JUSTICIA DE LIMA NORT,2025-04-25T00:00:00-05:00,2026-04-25T00:00:00-05:00,365,102000.0,PEN,Soles,2025-04-08T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200391-3,ocds-dgv273-seacev3-2025-200391-3-2026-04-08T10:12:42.773095-05:00,2325102,1090800-1653191,CONTRAO 6-2025,CONSTRUCCION DE ESPACIO DEPORTIVO CON COBERTURA REMODELACION DE LOSA ADQUISICION DE JUEGOS INFANTILES E INCLUSIVOS REFORESTACION DE AREA VERDE EN EL I.E. 5127 MARTIR JOSE OLAYA EN LA LOCALIDAD DE JOSE OLAYA BALANDRA DISTRITO DE VENTANILLA PROVINCIA CONSTITUCIONAL DEL CALLAO DEPARTAMENTO CALLAO,2025-05-06T00:00:00-05:00,2025-08-06T00:00:00-05:00,92,1982078.41,PEN,Soles,2025-05-05T00:00:00-05:00,2202077.6799999997,PEN,Soles,
ocds-dgv273-seacev3-2025-751-6,ocds-dgv273-seacev3-2025-751-6-2026-04-08T10:12:32.742350-05:00,2319735,1091162-20527344019,CONTRATO N° 16-2025-GM-MDW/C,"CONTRATACION DE SUMINISTRO (DIESEL B5 S50) PARA EL PROYECTO ""RECOLECCION Y TRANSPORTE DE RESIDUOS SOLIDOS MUNICIPALES""",2025-04-05T00:00:00-05:00,2026-02-11T00:00:00-05:00,312,519840.0,PEN,Soles,2025-04-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1636-16,ocds-dgv273-seacev3-2025-1636-16-2026-04-08T10:12:32.723185-05:00,2316312,1089298-1646499,17-2025-MPT,"CONTRATACIÓN DE LA EJECUCIÓN DEL SALDO DE LA OBRA: CREACION DEL COMPLEJO POLIDEPORTIVO MUNICIPAL EL ALTO, DISTRITO DE EL ALTO - TALARA - PIURA; CON CUI N° 2190239",2025-04-01T00:00:00-05:00,2025-08-29T00:00:00-05:00,150,4749997.37,PEN,Soles,2025-03-24T00:00:00-05:00,5402448.51,PEN,Soles,2025-10-28T00:00:00-05:00
