Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Licitación:Información Protegida,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio
ocds-dgv273-seacev3-2025-1642-39,ocds-dgv273-seacev3-2025-1642-39-2025-12-25T10:11:07.307192-05:00,compiled,2025-12-25T10:11:07.307180-05:00,ocds-dgv273-seacev3-2025-1642-39,2025-12-25T10:11:07.307198-05:00,tender,PE-CONSUCODE-1642,MUNICIPALIDAD PROVINCIAL DE SECHURA,Fondos Públicos,,,1324000.76,PEN,Soles,1086854,AS-SM-2-2025-MPS/CS-1,"¿ADQUISICIÓN DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA PARA EL AÑO 2025.\n\nITEM I: ""Hojuela precocidas de avena, kiwicha, harina de maíz blanco precocido, harina de tarhui, azucaradas fortificadas con vitaminas y minerales"".\n\nITEM II: ¿Leche E",PE-CONSUCODE-1642,MUNICIPALIDAD PROVINCIAL DE SECHURA,2025-01-27T18:23:00-05:00,open,Adjudicación Simplificada,goods,goods,445152.0,PEN,Soles,445152.0,2025-01-27T00:00:00-05:00,2025-01-27T00:00:00-05:00,2025-01-28T00:01:00-05:00,2025-02-03T23:59:00-05:00,6,False,11,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200537-1,ocds-dgv273-seacev3-2025-200537-1-2025-12-24T10:14:30.259616-05:00,compiled,2025-12-24T10:14:30.259603-05:00,ocds-dgv273-seacev3-2025-200537-1,2025-12-24T10:14:30.259621-05:00,tender,PE-CONSUCODE-200537,UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,Fondos Públicos,"RECUPERACION DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR YAPATO, DISTRITO DE SECHURA, PROVINCIA DE SECHURA, DEPARTAMENTO DE PIURA",2318601,6988200.0,PEN,Soles,1087139,CONV-PROC-2-2025-LPL-MINAM-JICA2-1,"EJECUCIÓN DE UNA OBRA (01) DE RECUPERACIÓN DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR YAPATO, DISTRITO DE SECHURA, PROVINCIA DE SECHURA, DEPARTAMENTO DE PIURA",PE-CONSUCODE-200537,UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,2025-01-29T17:46:00-05:00,open,Convenio,works,works,6988200.0,PEN,Soles,6988200.0,2025-01-27T00:00:00-05:00,2025-01-27T00:00:00-05:00,,,,False,3,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1611-3,ocds-dgv273-seacev3-2025-1611-3-2025-12-24T10:14:07.334476-05:00,compiled,2025-12-24T10:14:07.334462-05:00,ocds-dgv273-seacev3-2025-1611-3,2025-12-24T10:14:07.334481-05:00,tender,PE-CONSUCODE-1611,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,Fondos Públicos,"REPARACIÓN DE SUPERFICIE DE RODADURA, PLATAFORMA Y DRENAJE TRANSVERSAL; EN EL(LA) SECTOR LA ENCANTADA  DISTRITO DE CHULUCANAS, PROVINCIA MORROPON, DEPARTAMENTO PIURA",2594616,9266212.809999999,PEN,Soles,1086073,AS-SM-1-2025-MPM/CH-CS-1,"CONTRATACION DE LA EJECUCION DE LA OBRA:REPARACIÓN DE SUPERFICIE DE RODADURA, PLATAFORMA Y DRENAJE TRANSVERSAL, EN EL(LA) SECTOR LA ENCANTADA DISTRITO DE CHULUCANAS, PROVINCIA MORROPON, DEPARTAMENTO PIURA CUI 2594616",PE-CONSUCODE-1611,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,2025-01-17T18:44:00-05:00,open,Adjudicación Simplificada,works,works,4876954.11,PEN,Soles,4876954.11,2025-01-17T00:00:00-05:00,2025-01-17T00:00:00-05:00,2025-01-18T00:01:00-05:00,2025-01-22T23:59:00-05:00,4,False,41,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1368-2,ocds-dgv273-seacev3-2025-1368-2-2025-12-24T10:13:43.417558-05:00,compiled,2025-12-24T10:13:43.417544-05:00,ocds-dgv273-seacev3-2025-1368-2,2025-12-24T10:13:43.417563-05:00,tender,PE-CONSUCODE-1368,MUNICIPALIDAD DISTRITAL DE CHILCA - CANETE,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN COMPLEJO DEPORTIVO JACINTO ROQUE RUEDA  DE CENTRO POBLADO  OLOF PALME DISTRITO DE CHILCA DE LA PROVINCIA DE CAÑETE DEL DEPARTAMENTO DE LIMA,2651883,8016368.02,PEN,Soles,1086706,AS-SM-1-2025-MDCH/CS-1,"""MEJORAMIENTO DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN COMPLEJO DEPORTIVO JACINTO ROQUE RUEDA DE CENTRO POBLADO OLOF PALME DISTRITO DE CHILCA DE LA PROVINCIA DE CAÑETE DEL DEPARTAMENTO DE LIMA¿, con CUI Nº 2651883",PE-CONSUCODE-1368,MUNICIPALIDAD DISTRITAL DE CHILCA - CANETE,2025-01-24T19:30:00-05:00,open,Adjudicación Simplificada,works,works,4219141.06,PEN,Soles,4219141.06,2025-01-24T00:00:00-05:00,2025-01-24T00:00:00-05:00,2025-01-25T00:01:00-05:00,2025-01-29T23:59:00-05:00,4,False,31,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200537-3,ocds-dgv273-seacev3-2025-200537-3-2025-12-21T10:00:08.620921-05:00,compiled,2025-12-21T10:00:08.620905-05:00,ocds-dgv273-seacev3-2025-200537-3,2025-12-21T10:00:08.620926-05:00,tender,PE-CONSUCODE-200537,UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,Fondos Públicos,"RECUPERACION DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR CHANA JILAHUATA - HUAYRAPATA CRUZ CUNCA DISTRITO DE AZÁNGARO, PROVINCIA DE AZÁNGARO, DEPARTAMENTO DE PUNO",2311564,4168400.0,PEN,Soles,1087142,CONV-PROC-3-2025-LPL-MINAM-JICA2-1,"EJECUCIÓN DE UNA OBRA (01) DE RECUPERACIÓN DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR CHANA JILAHUATA ¿ HUAYRAPATA CRUZ CUNCA, DISTRITO DE AZÁNGARO, PROVINCIA DE AZÁNGARO, DEPARTAMENTO DE PUNO",PE-CONSUCODE-200537,UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,2025-01-29T15:07:00-05:00,open,Convenio,works,works,4168400.0,PEN,Soles,4168400.0,2025-01-27T00:00:00-05:00,2025-01-27T00:00:00-05:00,,,,False,2,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-394-4,ocds-dgv273-seacev3-2025-394-4-2025-12-20T10:15:53.610947-05:00,compiled,2025-12-20T10:15:53.610935-05:00,ocds-dgv273-seacev3-2025-394-4,2025-12-20T10:15:53.610952-05:00,tender,PE-CONSUCODE-394,MUNICIPALIDAD DISTRITAL DE HUACCANA,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 54223  DE CENTRO POBLADO PUMACHUCO DISTRITO DE HUACCANA DE LA PROVINCIA DE CHINCHEROS DEL DEPARTAMENTO DE APURIMAC,2574998,200601.66,PEN,Soles,1086962,AS-SM-1-2025-MDH-CS-1,CONSULTORÍA PARA LA SUPERVISIÓN DE OBRA DEL PROYECTO: ¿MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN PRIMARIA EN I.E. 54223 DE CENTRO POBLADO PUMACHUCO DISTRITO DE HUACCANA DE LA PROVINCIA DE CHINCHEROS DEL DEPARTAMENTO DE APURÍMAC¿ CON CUI N°2574998,PE-CONSUCODE-394,MUNICIPALIDAD DISTRITAL DE HUACCANA,2025-01-28T21:11:00-05:00,open,Adjudicación Simplificada,services,services,200601.66,PEN,Soles,200601.66,2025-01-28T00:00:00-05:00,2025-01-28T00:00:00-05:00,2025-01-29T00:01:00-05:00,2025-01-30T23:59:00-05:00,1,False,11,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200025-24,ocds-dgv273-seacev3-2025-200025-24-2025-12-20T10:15:30.547915-05:00,compiled,2025-12-20T10:15:30.547903-05:00,ocds-dgv273-seacev3-2025-200025-24,2025-12-20T10:15:30.547921-05:00,tender,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,Fondos Públicos,"Mejoramiento, AMPLIACIÓN y CREACIÓN del Sistema de Tratamiento de Aguas Residuales en los 7 Y 3 (Respectivamente) Distritos de Tacna y Huanuco",2428089,99330.89000000001,PEN,Soles,1103393,CONV-PROC-7-2025-PNSU/UGP-PTAR-1,SERVICIO DE LIMPIEZA PARA LA UGP PTAR,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,2025-03-28T17:01:00-05:00,open,Convenio,services,services,99330.89,PEN,Soles,99330.89,2025-01-10T00:00:00-05:00,2025-01-10T00:00:00-05:00,,,,False,1,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1926-12,ocds-dgv273-seacev3-2025-1926-12-2025-12-19T10:15:39.107397-05:00,compiled,2025-12-19T10:15:39.107384-05:00,ocds-dgv273-seacev3-2025-1926-12,2025-12-19T10:15:39.107402-05:00,tender,PE-CONSUCODE-1926,BANCO CENTRAL DE RESERVA DEL PERÚ,Fondos Públicos,,,120000.0,PEN,Soles,1087600,AS-SM-6-2025-BCRPLIM-1,Contratación del servicio de digitalización con valor probatorio legal,PE-CONSUCODE-1926,BANCO CENTRAL DE RESERVA DEL PERÚ,2025-01-31T17:04:00-05:00,open,Adjudicación Simplificada,services,services,120000.0,PEN,Soles,120000.0,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-04T23:59:00-05:00,3,False,17,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200039-10,ocds-dgv273-seacev3-2025-200039-10-2025-12-18T10:14:05.389426-05:00,compiled,2025-12-18T10:14:05.389414-05:00,ocds-dgv273-seacev3-2025-200039-10,2025-12-18T10:14:05.389431-05:00,tender,PE-CONSUCODE-200039,GOBIERNO REGIONAL DE ANCASH - SUB REGION PACIFICO,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CARRETERA EMPALME 3N - SHACSHA - TUNIN - QUIHUAY   DISTRITO DE MACATE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH,2643459,348679.0,PEN,Soles,1087582,AS-SM-1-2025-GRA/SRP/CSP-1,"CONTRATACION DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO:MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CARRETERA EMPALME 3N, SHACSHA, TUNIN, QUIHUAY, DISTRITO DE MACATE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH",PE-CONSUCODE-200039,GOBIERNO REGIONAL DE ANCASH - SUB REGION PACIFICO,2025-01-31T19:05:00-05:00,open,Adjudicación Simplificada,services,services,348679.0,PEN,Soles,348679.0,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-04T23:59:00-05:00,3,False,19,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1097503,ocds-dgv273-seacev3-1097503-2025-12-18T10:13:53.287370-05:00,compiled,2025-12-18T10:13:53.287357-05:00,ocds-dgv273-seacev3-1097503,2025-12-18T10:13:53.287375-05:00,tender,PE-CONSUCODE-1288,MUNICIPALIDAD DISTRITAL DE LA VICTORIA - CHICLAYO,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DEL ESPACIO PÚBLICO URBANO EN LA H.U. LOS NOGALES DEL  DISTRITO DE LA VICTORIA - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE,2512844,788621.14,PEN,Soles,1097503,AS-SM-1-2025-MDLV/CS-1,"MEJORAMIENTO DEL SERVICIO DEL ESPACIO PUBLICO URBANO EN LA HU LOS NOGALES DEL DISTRITO DE LA VICTORIA - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE, CUI N° 2512844",PE-CONSUCODE-1288,MUNICIPALIDAD DISTRITAL DE LA VICTORIA - CHICLAYO,2025-01-28T15:43:00-05:00,open,Adjudicación Simplificada,works,works,788621.14,PEN,Soles,788621.14,2025-01-28T00:00:00-05:00,2025-01-28T00:00:00-05:00,2025-01-29T00:01:00-05:00,2025-01-31T23:59:00-05:00,2,False,55,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200537-11,ocds-dgv273-seacev3-2025-200537-11-2025-12-17T10:14:28.863555-05:00,compiled,2025-12-17T10:14:28.863543-05:00,ocds-dgv273-seacev3-2025-200537-11,2025-12-17T10:14:28.863561-05:00,tender,PE-CONSUCODE-200537,UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,Fondos Públicos,"RECUPERACION DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR CHANA JILAHUATA - HUAYRAPATA CRUZ CUNCA DISTRITO DE AZÁNGARO, PROVINCIA DE AZÁNGARO, DEPARTAMENTO DE PUNO",2311564,350033.31000000006,PEN,Soles,1088084,CONV-PROC-3-2025-SBCC-JICA2-1,"CONSULTORIA PARA LA SUPERVISIÓN DE LA OBRA DE RECUPERACIÓN DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR CHANA JILAHUATA ¿ HUAYRAPATA CRUZ CUNCA, DISTRITO DE AZÁNGARO, PROVINCIA DE AZÁNGARO, DEPARTAMENTO DE PUNO, IDENTIFICADO CON CÓDIGO ÚNICO N° 2311564",PE-CONSUCODE-200537,UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,2025-02-04T18:50:00-05:00,open,Convenio,services,services,350033.31,PEN,Soles,350033.31,2025-01-27T00:00:00-05:00,2025-01-27T00:00:00-05:00,,,,False,2,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1178496,ocds-dgv273-seacev3-1178496-2025-12-17T10:14:22.877980-05:00,compiled,2025-12-17T10:14:22.877968-05:00,ocds-dgv273-seacev3-1178496,2025-12-17T10:14:22.877986-05:00,tender,PE-CONSUCODE-205571,"UNIDAD EJECUTORA 022 \""PROYECTO DE TRANSFORMACIÓN DIGITAL CON EQUIDAD - PROTDE",Fondos Públicos,,,,,,1178496,CONV-PROC-1-2025-CD-PROTDE-1,CONTRATACION DEL SERVICIO DE PUBLICACIÓN DE AVISOS PARA LA UNDAD EJECUTORA 022 PROYECTO DE TRANSFORMACIÓN DIGITAL CON EQUIDAD ¿ PROTDE,PE-CONSUCODE-205571,"UNIDAD EJECUTORA 022 \""PROYECTO DE TRANSFORMACIÓN DIGITAL CON EQUIDAD - PROTDE",2025-12-15T16:48:00-05:00,open,Convenio,services,services,35146.6,PEN,Soles,35146.6,2025-01-29T00:00:00-05:00,2025-01-29T00:00:00-05:00,,,,False,1,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-10005-1,ocds-dgv273-seacev3-2025-10005-1-2025-12-17T10:13:55.395546-05:00,compiled,2025-12-17T10:13:55.395534-05:00,ocds-dgv273-seacev3-2025-10005-1,2025-12-17T10:13:55.395552-05:00,tender,PE-CONSUCODE-10005,INSTITUTO NACIONAL DE SALUD MENTAL HONORIO DELGADO-HIDEYO NOGUCHI,Fondos Públicos,,,1910330.4100000001,PEN,Soles,1085724,CP-SM-1-2025-INSM HD-HN-1,CONTRATACIÓN DEL SERVICIO INTEGRAL DE LIMPIEZA Y CONSERVACIÓN DE LOS AMBIENTES ASISTENCIALES Y ADMINISTRATIVOS PARA EL INSM HD-HN,PE-CONSUCODE-10005,INSTITUTO NACIONAL DE SALUD MENTAL HONORIO DELGADO-HIDEYO NOGUCHI,2025-01-09T17:59:00-05:00,open,Concurso Público,services,services,990604.64,PEN,Soles,990604.64,2025-01-09T00:00:00-05:00,2025-01-09T00:00:00-05:00,2025-01-10T00:01:00-05:00,2025-01-23T23:59:00-05:00,13,False,51,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1086430,ocds-dgv273-seacev3-1086430-2025-12-14T10:02:38.379718-05:00,compiled,2025-12-14T10:02:38.379706-05:00,ocds-dgv273-seacev3-1086430,2025-12-14T10:02:38.379724-05:00,tender,PE-CONSUCODE-1337,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA,Fondos Públicos,,,3796520.0,PEN,Soles,1086430,DIRECTA-PROC-1-2025-SL/MSI-1,SERVICIO DE ALQUILER DE CAMIONES COMPACTADORES PARA LA RECOLECCION Y TRANSPORTE DE RESIDUOS SOLIDOS DOMICILIARIOS Y NO DOMICILIARIOS,PE-CONSUCODE-1337,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA,2025-01-22T22:38:00-05:00,direct,Contratación Directa,services,services,3796520.0,PEN,Soles,3796520.0,,,,,,False,1,2025-01,añoPublicacionProceso;mesPublicacionProceso
ocds-dgv273-seacev3-1087471,ocds-dgv273-seacev3-1087471-2025-12-13T10:09:32.563708-05:00,compiled,2025-12-13T10:09:32.563695-05:00,ocds-dgv273-seacev3-1087471,2025-12-13T10:09:32.563713-05:00,tender,PE-CONSUCODE-923,MUNICIPALIDAD DISTRITAL DE HUANDO,Fondos Públicos,"CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL BARRIO PROGRESO DE LA LOCALIDAD DE HUANDO,   DISTRITO DE HUANDO DE LA PROVINCIA DE HUANCAVELICA DEL DEPARTAMENTO DE HUANCAVELICA",2648155,253707.35,PEN,Soles,1087471,AS-SM-1-2025-MDH/CS-AS-1,"CONTRATACION PARA LA EJECUCION DE LA OBRA: CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL BARRIO PROGRESO DE LA LOCALIDAD DE HUANDO, DISTRITO DE HUANDO DE LA PROVINCIA DE HUANCAVELICA DEL DEPARTAMENTO DE HUANCAVELICA¿ CON CODIGO UNICO DE INVERSIONES N° 2648155",PE-CONSUCODE-923,MUNICIPALIDAD DISTRITAL DE HUANDO,2025-01-22T18:56:00-05:00,open,Adjudicación Simplificada,works,works,253707.35,PEN,Soles,253707.35,2025-01-22T00:00:00-05:00,2025-01-22T00:00:00-05:00,2025-01-23T00:01:00-05:00,2025-01-27T23:59:00-05:00,4,False,17,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1087158,ocds-dgv273-seacev3-1087158-2025-12-13T10:08:46.469760-05:00,compiled,2025-12-13T10:08:46.469747-05:00,ocds-dgv273-seacev3-1087158,2025-12-13T10:08:46.469765-05:00,tender,PE-CONSUCODE-696,MUNICIPALIDAD DISTRITAL DE SAN FELIPE,Fondos Públicos,,,74923.2,PEN,Soles,1087158,AS-SM-2-2025-MDSF/CS-1,"ADQUISICIÓN DE ""HOJUELAS PRECOCIDAS DE QUINUA, AVENA, AMARANTO, ARROZ, MIJO, SEMILLAS DE GIRASOL CON OMEGA 3Y6 CON VITAMINAS CALCIO Y HIERRO; SABOR A CLAVO Y CANELA"" PARA EL PROGRAMA VASO DE LECHE PARA EL EJERCICIO 2025; DE LA MUNICIPALIDAD DISTRITAL DE SAN FELIPE -JAEN- CAJAMARCA",PE-CONSUCODE-696,MUNICIPALIDAD DISTRITAL DE SAN FELIPE,2025-01-24T16:28:00-05:00,open,Adjudicación Simplificada,goods,goods,74923.2,PEN,Soles,74923.2,2025-01-24T00:00:00-05:00,2025-01-24T00:00:00-05:00,2025-01-25T00:01:00-05:00,2025-01-28T23:59:00-05:00,3,False,4,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200475-7,ocds-dgv273-seacev3-2025-200475-7-2025-12-12T10:14:16.322315-05:00,compiled,2025-12-12T10:14:16.322301-05:00,ocds-dgv273-seacev3-2025-200475-7,2025-12-12T10:14:16.322323-05:00,tender,PE-CONSUCODE-200475,PROGRAMA NACIONAL DE SANEAMIENTO RURAL,Fondos Públicos,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA CAPITAL DEL CENTRO POBLADO TUQUINA, DISTRITO POMATA- CHUCUITO - PUNO",2189506,279421.0,PEN,Soles,1087609,AS-SM-1-2025-PNSR-1,"CONTRATACIÓN DE LA SUPERVISIÓN DEL SALDO DE OBRA:¿INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA CAPITAL DEL CENTRO POBLADO DE TUQUINA, DISTRITO DE POMATA ¿ CHUCUITO ¿ PUNO¿ Código CUI N° 2189506 (SNIP N° 251456)",PE-CONSUCODE-200475,PROGRAMA NACIONAL DE SANEAMIENTO RURAL,2025-01-31T17:41:00-05:00,open,Adjudicación Simplificada,services,services,263857.44,PEN,Soles,263857.44,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-04T23:59:00-05:00,3,False,37,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1003013319-1,ocds-dgv273-seacev3-2025-1003013319-1-2025-12-12T10:14:05.082950-05:00,compiled,2025-12-12T10:14:05.082938-05:00,ocds-dgv273-seacev3-2025-1003013319-1,2025-12-12T10:14:05.082956-05:00,tender,PE-CONSUCODE-201144,UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS,Fondos Públicos,,,2659815.58,PEN,Soles,1086000,CP-SM-2-2025-UE 120-1,SERVICIO DE VIGILANCIA Y SEGURIDAD INTEGRAL PARA EL ALMACEN DE LA DIRECCION DE GESTION DE RECURSOS EDUCATIVOS - DIGERE,PE-CONSUCODE-201144,UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS,2025-01-15T21:22:00-05:00,open,Concurso Público,services,services,2659815.58,PEN,Soles,2659815.58,2025-01-15T00:00:00-05:00,2025-01-15T00:00:00-05:00,2025-01-16T00:01:00-05:00,2025-01-29T23:59:00-05:00,13,False,42,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1086429,ocds-dgv273-seacev3-1086429-2025-12-12T10:14:01.812325-05:00,compiled,2025-12-12T10:14:01.812312-05:00,ocds-dgv273-seacev3-1086429,2025-12-12T10:14:01.812331-05:00,tender,PE-CONSUCODE-1337,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA,Fondos Públicos,,,1461720.0,PEN,Soles,1086429,DIRECTA-PROC-2-2025-SL/MSI-1,SERVICIO DE ALQUILER DE CAMIÓN BARANDA CON BRAZO HIDRÁULICO Y ALQUILER DE CAMIÓN BARANDA PARA RECOLECCIÓN Y TRANSPORTE DE RESIDUOS SOLIDOS,PE-CONSUCODE-1337,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA,2025-01-22T22:51:00-05:00,direct,Contratación Directa,services,services,1461720.0,PEN,Soles,1461720.0,,,,,,False,1,2025-01,añoPublicacionProceso;mesPublicacionProceso
ocds-dgv273-seacev3-2025-278-30,ocds-dgv273-seacev3-2025-278-30-2025-12-07T10:03:15.798729-05:00,compiled,2025-12-07T10:03:15.798715-05:00,ocds-dgv273-seacev3-2025-278-30,2025-12-07T10:03:15.798734-05:00,tender,PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS PÚBLICOS DE INTEGRACIÓN ECONÓMICA Y SOCIAL EN A MZ. F LOTE 3 DEL A.H. H.U.P. LUIS FELIPE DE LAS CASAS DEL   DISTRITO DE NUEVO CHIMBOTE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH,2600093,2497405.96,PEN,Soles,1086391,AS-SM-8-2025-MDNCH/CS-1,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA: MEJORAMIENTO DE LOS SERVICIOS PÚBLICOS DE INTEGRACIÓN ECONÓMICA Y SOCIAL EN A MZ. F LOTE 3 DEL A.H. H.U.P. LUIS FELIPE DE LAS CASAS DEL DISTRITO DE NUEVO CHIMBOTE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH, CON C.U.I. N° 2600093",PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,2025-01-22T19:04:00-05:00,open,Adjudicación Simplificada,works,works,2497405.96,PEN,Soles,2497405.96,2025-01-22T00:00:00-05:00,2025-01-22T00:00:00-05:00,2025-01-23T00:01:00-05:00,2025-01-27T23:59:00-05:00,4,False,13,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
