Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:ID de Adjudicación,Entrega compilada:Contratos:Título del contrato,Entrega compilada:Contratos:Descripción del contrato,Entrega compilada:Contratos:Periodo:Fecha de inicio,Entrega compilada:Contratos:Periodo:Fecha de fin,Entrega compilada:Contratos:Periodo:Duración (días),Entrega compilada:Contratos:Valor:Monto,Entrega compilada:Contratos:Valor:Moneda,Entrega compilada:Contratos:Valor:Nombre de Moneda,Entrega compilada:Contratos:Fecha de firma,Entrega compilada:Contratos:Implementación:Fecha de fin,Entrega compilada:Contratos:Implementación:Valor final:Monto,Entrega compilada:Contratos:Implementación:Valor final:Moneda,Entrega compilada:Contratos:Implementación:Valor final:Nombre de Moneda
ocds-dgv273-seacev3-2025-200039-1,ocds-dgv273-seacev3-2025-200039-1-2026-05-21T10:32:33.411838-05:00,2325081,1087587-1649883,CONTRATO N°010-2025-GRA-SRP-G,CONTRATACION DE LA EJECUCION DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO DEL CANAL PUENTE ROTO DE LACRAMARCA BAJA DEL DISTRITO DE CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH - CUI N° 2553299,2025-05-12T00:00:00-05:00,2025-09-09T00:00:00-05:00,120,2295975.67,PEN,Soles,2025-05-12T00:00:00-05:00,2025-09-09T00:00:00-05:00,,,
ocds-dgv273-seacev3-1087588,ocds-dgv273-seacev3-1087588-2026-05-21T10:32:22.754532-05:00,2306746,1087588-10455003208,CONTRATO 003-2025-MIDIS/SG/OGA,SERVICIO DE DEFENSA LEGAL PARA EL SEÑOR MINISTRO JULIO JAVIER DEMARTINI MONTES DEL MINISTERIO DE DESARROLLO E INCLUSIÓN SOCIAL APROBADO MEDIANTE RESOLUCIÓN DE SECRETARÍA GENERAL N° D000008-2025-MIDIS-SG,2025-02-05T00:00:00-05:00,2028-02-05T00:00:00-05:00,1095,70000.0,PEN,Soles,2025-02-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2024-200013-88,ocds-dgv273-seacev3-2024-200013-88-2026-05-21T10:31:27.997967-05:00,2312205,1085362-1641660,Contrato N°04-2025,"EJECUCIÓN DE LA OBRA EJECUCIÓN DE LA OBRA CONSTRUCCIÓN DE AULAS, ESCALERAS Y SERVICIOS HIGIÉNICOS DE LA E. P. DE INGENIERÍA CIVIL Y DE LA E. P. DE ADMINISTRACIÓN EN TURISMO",2025-04-07T00:00:00-05:00,2026-11-28T00:00:00-05:00,600,19520044.99,PEN,Soles,2025-02-27T00:00:00-05:00,2026-11-30T00:00:00-05:00,19687229.7,PEN,Soles
ocds-dgv273-seacev3-2025-178-1,ocds-dgv273-seacev3-2025-178-1-2026-05-20T10:31:33.315011-05:00,2308106,1085870-1638583,CONTRATO DE EJECUCION DE OBRA Nº 02-2025/MDC,"EJECUCION DE LA OBRA: ""CONSTRUCCION DE COBERTURA; EN EL (LA) I.E.I Nº 048 ELVA BARBA TRINIDAD DISTRITO DE CAJACAY, PROVINCIA DE BOLOGNESI, DEPARTAMENTO DE ANCASH"" CON CUI N° 2657270.",2025-02-17T00:00:00-05:00,2025-04-03T00:00:00-05:00,45,212588.31,PEN,Soles,2025-02-12T00:00:00-05:00,,227631.88,PEN,Soles
ocds-dgv273-seacev3-2025-20-17,ocds-dgv273-seacev3-2025-20-17-2026-05-20T10:31:14.079920-05:00,2322894,1087076-20418896915,006-2025-MIMP/OGA,CONTRATO,2025-05-01T00:00:00-05:00,2026-04-30T00:00:00-05:00,364,2389486.08,PEN,Soles,2025-04-14T00:00:00-05:00,,3061644.3200000003,PEN,Soles
ocds-dgv273-seacev3-1153179,ocds-dgv273-seacev3-1153179-2026-05-17T10:13:00.672652-05:00,2373261,1153179-1722705,15-2025,"CONTRATACION DE LA EJECUCION DE LA OBRA MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE MOVILIDAD URBANA EN JR. ZEPITA, DISTRITO DE CATACAOS",2026-01-12T00:00:00-05:00,2026-03-12T00:00:00-05:00,59,1947787.28,PEN,Soles,2025-12-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-191147-1,ocds-dgv273-seacev3-2025-191147-1-2026-05-16T10:21:20.536917-05:00,2319545,1086896-20604103836,CONTRATO N°005-2025/UESST/GG,CONTRATACION DE LA PRESTACION DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LAS DIFERENTES OFICINAS DE LA UNIDAD EJECUTORA 002 SERVICIOS DE SANEAMIENTO TUMBES,2025-03-28T00:00:00-05:00,2026-03-28T00:00:00-05:00,365,1481304.0,PEN,Soles,2025-03-27T00:00:00-05:00,,1680763.5,PEN,Soles
ocds-dgv273-seacev3-1103863,ocds-dgv273-seacev3-1103863-2026-05-15T10:33:31.566615-05:00,2335714,1103863-1696880,25-2025-PRONIS,"EJECUCIÓN DE LA OBRA CREACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL PAPA DE MANCHAY, DISTRITO DE PACHACAMAC PROVINCIA DE LIMA DEPARTAMENTO DE LIMA CUI N 2525722",2025-07-10T00:00:00-05:00,2028-12-20T00:00:00-05:00,1259,467794135.53,PEN,Soles,2025-07-09T00:00:00-05:00,2029-01-16T00:00:00-05:00,492236549.16999996,PEN,Soles
ocds-dgv273-seacev3-2025-1611-1,ocds-dgv273-seacev3-2025-1611-1-2026-05-13T10:35:15.518799-05:00,2312609,1086074-20526090111,CONTRATO DE EJECUCION DE OBRA Nº002-2025-MPM-CH,"CONTRATACION DE LA EJECUCION DE LA OBRA: MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL AA. S.S. JOSÉ CARLOS MARIÁTEGUI Y ANEXOS DISTRITO CHULUCANAS, PROVINCIA DE MORROPON - PIURA CUI 2277465",2025-03-12T00:00:00-05:00,2025-05-12T00:00:00-05:00,61,1698523.27,PEN,Soles,2025-03-11T00:00:00-05:00,2025-09-25T00:00:00-05:00,1857056.29,PEN,Soles
ocds-dgv273-seacev3-2025-1003026750-6,ocds-dgv273-seacev3-2025-1003026750-6-2026-05-10T21:37:08.810332-05:00,2310201,1086595-20554611126,CONTRATO N° 004-2025-HLEV,SUMINISTRO DE PETROLEO DIESEL B5-S50 PARA EL HOSPITAL DE LIMA ESTE VITARTE POR EL PERIODO DE UN AÑO 2024-2025,2025-02-25T00:00:00-05:00,2026-02-24T00:00:00-05:00,364,528480.0,PEN,Soles,2025-02-24T00:00:00-05:00,2026-05-25T00:00:00-05:00,548459.48,PEN,Soles
ocds-dgv273-seacev3-2025-200418-6,ocds-dgv273-seacev3-2025-200418-6-2026-05-10T21:36:58.699912-05:00,2313291,1087460-20603381824,CONTRATO 006-2025-MIDIS/SG/OGA,SERVICIO DE ESTACIONAMIENTO PARA LAS UNIDADES VEHICULARES DE LA SEDE CENTRAL DEL MINISTERIO DE DESARROLLO E INCLUSIÓN SOCIAL,2025-03-21T00:00:00-05:00,2027-03-20T00:00:00-05:00,729,216000.0,PEN,Soles,2025-03-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1369-6,ocds-dgv273-seacev3-2025-1369-6-2026-05-08T10:36:44.771880-05:00,2312274,1087068-20491305119,CONTRATO N° 005-2025-MDI,ADQUISICIÓN DE COMBUSTIBLE PARA LOS DIFERENTES VEHÍCULOS DE LA MUNICIPALIDAD DISTRITAL DE IMPERIAL,2025-03-07T00:00:00-05:00,2025-12-31T00:00:00-05:00,299,341940.0,PEN,Soles,2025-03-06T00:00:00-05:00,2026-04-30T00:00:00-05:00,407020.0,PEN,Soles
ocds-dgv273-seacev3-2025-200021-2,ocds-dgv273-seacev3-2025-200021-2-2026-04-29T10:18:11.992999-05:00,2313315,1087159-20509435341,001 - 2025/APCI-OGA,CONTRATACIÓN DEL SERVICIO DE AGENCIAMIENTO DE PASAJES INTERNACIONALES PARA LA AGENCIA PERUANA DE COOPERACIÓN INTERNACIONAL (APCI),2025-03-05T00:00:00-05:00,2025-12-31T00:00:00-05:00,301,386556.24,PEN,Soles,2025-03-04T00:00:00-05:00,,385945.33,PEN,Soles
ocds-dgv273-seacev3-2025-47-37,ocds-dgv273-seacev3-2025-47-37-2026-04-26T10:13:29.514943-05:00,2316458,1087443-1647007,CONTRATO Nº 035-2025-G.R.PASCO/GGR,"CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA OBRA: ""CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y-O RECREATIVA EN EL ESTADIO DEL CENTRO POBLADO DE CHINCHAN DISTRITO DE HUARIACA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO"" CON CUI N 2634455",2025-03-20T00:00:00-05:00,2025-09-16T00:00:00-05:00,180,75027.99,PEN,Soles,2025-03-19T00:00:00-05:00,2025-10-17T00:00:00-05:00,94148.99,PEN,Soles
ocds-dgv273-seacev3-1105226,ocds-dgv273-seacev3-1105226-2026-04-25T10:19:29.826313-05:00,2321946,1105226-1662454,CONTRATO N° 28-2025-INIA,"EJECUCIÓN DE OBRA: CONSTRUCCIÓN DEL MÓDULO DE INVESTIGACIÓN Y TRANSFERENCIA DE TECNOLOGÍA EN GANADERÍA CAPRINA EN LA ESTACIÓN EXPERIMENTAL AGRARIA DONOSO, EN EL MARCO DEL PI CON CUI 2506684",2025-05-05T00:00:00-05:00,2025-09-02T00:00:00-05:00,120,2452393.37,PEN,Soles,2025-04-28T00:00:00-05:00,,2489812.3400000003,PEN,Soles
ocds-dgv273-seacev3-2025-200025-12,ocds-dgv273-seacev3-2025-200025-12-2026-04-24T10:18:44.933960-05:00,2309129,1091897-10703610124,SN DE FECHA 22-01-2025,SERVICIO DE 01 ASISTENTE TECNICO DE LA UGP-PTAR,2025-01-23T00:00:00-05:00,2025-07-21T00:00:00-05:00,179,42000.0,PEN,Soles,2025-01-22T00:00:00-05:00,2026-01-17T00:00:00-05:00,,,
ocds-dgv273-seacev3-2025-2364-25,ocds-dgv273-seacev3-2025-2364-25-2026-04-24T10:18:33.937695-05:00,2320685,1085959-20332970411,713-2025-GG,SEGUROS PATRIMONIALES,2025-04-04T00:00:00-05:00,2026-04-04T00:00:00-05:00,365,722475.93,PEN,Soles,2025-04-03T00:00:00-05:00,,900620.68,PEN,Soles
ocds-dgv273-seacev3-1088785,ocds-dgv273-seacev3-1088785-2026-04-23T10:35:58.102508-05:00,2315648,1088785-1644894,CONTRATO N° 68-2025-GRA,ELABORACION DE EXPEDIENTE TECNICO Y EJECUCION DEL PROYECTO: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD EN LA VIA AR-116 (EMP. PE34C-DESVIO CAYMA-CABRERIA-EMP. PE 34A - PAMPA CAÑAHUAS) EN LOS DISTRITOS DE CAYMA Y YURA DE LA PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA¿ CON CUI: 2519181,2025-04-19T00:00:00-05:00,2026-06-13T00:00:00-05:00,420,176723519.15,PEN,Soles,2025-03-26T00:00:00-05:00,,176591363.66,PEN,Soles
ocds-dgv273-seacev3-2025-1903-44,ocds-dgv273-seacev3-2025-1903-44-2026-04-19T10:08:26.418704-05:00,2316917,1086834-20605447920,005-2025-UNHEVAL,"CONTRATACIÓN DE SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LOS PABELLONES DE LA CIUDAD UNIVERSITARIA DE CAYHUAYNA, COMPLEJO RECREACIONAL TURISMO KOTOSH, CENTRO RECREACIONAL KOTOSH, CENTRO DE INVESTIGACIÓN FRUTICOLA-OLERICOLA, FACULTAD DE CIENCIAS AGRARIAS, FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA..",2025-03-31T00:00:00-05:00,2026-03-30T00:00:00-05:00,364,2217536.64,PEN,Soles,2025-03-28T00:00:00-05:00,,2598886.08,PEN,Soles
ocds-dgv273-seacev3-2025-137923-4,ocds-dgv273-seacev3-2025-137923-4-2026-04-17T10:28:02.262673-05:00,2316004,1085725-1646830,11,"SUPERVISION DEL SALDO DEL PLAN CONTINGENCIA Y SUPERVISION DE LA OBRA PRINCIPAL DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DE NUEVO ANDOAS, DISTRITO DE ANDOAS, PROVINCIA DE DATEM DEL MARAÑON, DEPARTAMENTO DE LORETO 2469195",2025-03-27T00:00:00-05:00,2026-06-30T00:00:00-05:00,460,3455351.0,PEN,Soles,2025-03-27T00:00:00-05:00,2026-08-06T00:00:00-05:00,,,
ocds-dgv273-seacev3-1085253,ocds-dgv273-seacev3-1085253-2026-04-16T10:35:22.617817-05:00,2320711,1085253-1649075,019-2025-GM-MPI,"EJECUCIÓN DE OBRA: ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE MOVILIDAD URBANA EN LA VÍA PROLONGACIÓN CALLE EL DIQUE (PUENTE BERNALES), DISTRITO DE ICA DE LA PROVINCIA DE ICA DEL DEPARTAMENTO DE ICA CON CÓDIGO ÚNICO DE INVERSIONES N° 2614897",2025-04-22T00:00:00-05:00,2026-03-20T00:00:00-05:00,332,11697569.91,PEN,Soles,2025-04-21T00:00:00-05:00,2026-04-20T00:00:00-05:00,12413852.56,PEN,Soles
ocds-dgv273-seacev3-1087124,ocds-dgv273-seacev3-1087124-2026-04-12T10:04:51.114048-05:00,2319245,1087124-10225172540,003-2025-MDPM/GM,"CONTRATACION DEL SERVICIO DE ALQUILER DE CINCO /05) CAMIONES VOLQUETE CON CAPACIDAD DE 15 M3 A MAS, PARA PRESTAR SERVICIOS EN TRABAJOS DE RECOJO DE RESIDUOS SOLIDOS EN EL DISTRITO DE PILLCO MARCA PARA EL AÑO FISCAL 2025",2025-02-28T00:00:00-05:00,2026-02-28T00:00:00-05:00,365,601128.0,PEN,Soles,2025-02-28T00:00:00-05:00,,701316.0,PEN,Soles
ocds-dgv273-seacev3-2025-200537-21,ocds-dgv273-seacev3-2025-200537-21-2026-04-12T10:04:41.411164-05:00,2347851,1088347-1717322,167-2025-MINAM-VMGA-GICA-JICA2,"SUPERVISIÓN DE OBRA "" RECUPERACIÓN DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR PAMPA CARBONERA, DISTRITO DE NUEVO CHIMBOTE, PROVINCIA DEL SANTA, DEPARTAMENTO DE ANCASH, IDENTIFICADO CON CÓDIGO ÚNICO N° 2333916",2025-08-20T00:00:00-05:00,2026-04-02T00:00:00-05:00,225,421673.0,PEN,Soles,2025-08-19T00:00:00-05:00,,452954.8,PEN,Soles
ocds-dgv273-seacev3-2025-137923-10,ocds-dgv273-seacev3-2025-137923-10-2026-04-12T10:04:41.381282-05:00,2329703,1086669-20262241441,21-2025-PRONIS,"SUPERVISION DEL PLAN DE CONTINGENCIA Y OBRA PRINCIPAL DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDÍN, DISTRITO DE CELENDIN PROVINCIA DE CELENDÍN, DEPARTAMENTO DE CAJAMARCA CON CUI 2534855",2025-06-07T00:00:00-05:00,2027-08-18T00:00:00-05:00,802,14617974.41,PEN,Soles,2025-06-06T00:00:00-05:00,2027-10-17T00:00:00-05:00,,,
ocds-dgv273-seacev3-1181928,ocds-dgv273-seacev3-1181928-2026-04-09T10:17:45.319753-05:00,2384943,1181928-10099884431,CD 02 ¿ ORDEN DE COMPRA 0006-2025,ADQUISICIÓN DE CAJAS DE ARCHIVO PARA LA UNIDAD DE GESTIÓN DEL PROGRAMAS Y PROYECTOS BID,2025-02-06T00:00:00-05:00,2025-02-17T00:00:00-05:00,11,3425.0,PEN,Soles,2025-02-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1181964,ocds-dgv273-seacev3-1181964-2026-04-09T10:17:34.426377-05:00,2384981,1181964-20544434391,CD 04 ORDEN DE COMPRA 0022-2025,ADQUISICION DE SILLAS FIJAS DE METAL PARA LA UNIDAD DE GESTIÓN DE PROGRAMAS Y PROYECTOS BID,2025-03-05T00:00:00-05:00,2025-03-20T00:00:00-05:00,15,4080.0,PEN,Nuevos Soles,2025-02-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1181693,ocds-dgv273-seacev3-1181693-2026-04-09T10:17:34.050362-05:00,2384975,1181693-20603471955,CD OS 0192-2025,SERVICIO DE IMPLEMENTACION DE SERVIDOR EN LA NUBE PARA EL DESPLIEGE DE LA PLATAFORMA GEORREFERENCIADA DE MONITOREODE OBRA,2025-02-11T00:00:00-05:00,2025-02-18T00:00:00-05:00,7,33000.0,PEN,Nuevos Soles,2025-02-07T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1326-6,ocds-dgv273-seacev3-2025-1326-6-2026-04-09T10:17:10.035289-05:00,2329134,1087209-1650203,CONTRATO N°004-2025-OGA-MDMM,"SERVICIO DE PROVISIÓN, IMPLEMENTACION, OPERACION, ADMINISTRACIÓN, MONTAJE Y MANTENIMIENTO (CORRECTIVO Y PREVENTIVO) DE UN SISTEMA INTEGRAL PARA LA GESTION DE CONTROL DE TRANSITO A TRAVES DE DISPOSITIVOS TECNOLOGICOS PARA DETECCIÓN DE INFRACCIONES POR EXCESO DE VELOCIDAD Y EVASION DE SEMAFORO EN ROJO EN LA MUNICIPALIDAD DE MAGDALENA DEL MAR",2025-03-29T00:00:00-05:00,2027-07-26T00:00:00-05:00,849,6478668.0,PEN,Soles,2025-03-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1181923,ocds-dgv273-seacev3-1181923-2026-04-08T10:12:43.679282-05:00,2384584,1181923-20601211361,CD 01  ORDEN DE COMPRA 0007-2025,SUMINISTRO DE AGUA DE MESA SIN GAS EN BIDONES PARA  LA UNIDAD DE GESTIÓN DE PROGRAMAS Y PROYECTOS BID,2025-02-05T00:00:00-05:00,2025-12-31T00:00:00-05:00,329,5910.0,PEN,Soles,2025-02-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1087301,ocds-dgv273-seacev3-1087301-2026-04-08T10:12:32.697512-05:00,2316092,1087301-1645344,CONTRATO N° 006-2025-MDH-GM,CONTRATO DE EJECUCIÓN DE OBRA: ¿AMPLIACION DEL SERVICIO DE EDUCACIÓN INICIAL EN I.E. 209 DE CENTRO POBLADO BERNALES DISTRITO DE HUMAY DE LA PROVINCIA DE PISCO DEL DEPARTAMENTO DE ICA¿ I ETAPA CUI N° 2632790,2025-04-01T00:00:00-05:00,2025-06-30T00:00:00-05:00,90,374686.56,PEN,Soles,2025-03-25T00:00:00-05:00,2025-07-15T00:00:00-05:00,430861.06,PEN,Soles
ocds-dgv273-seacev3-1087948,ocds-dgv273-seacev3-1087948-2026-04-08T10:12:11.096721-05:00,2311894,1087948-1643954,010-2025-OGA-MDM-BIENES,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE MALA,2025-03-04T00:00:00-05:00,2025-12-03T00:00:00-05:00,274,162720.0,PEN,Soles,2025-03-03T00:00:00-05:00,,209050.0,PEN,Soles
ocds-dgv273-seacev3-1180481,ocds-dgv273-seacev3-1180481-2026-04-03T10:07:02.828827-05:00,2384481,1180481-10705842341,SD CONTRATO 0007-2025-PNSU UGPP BID,"PROFESIONAL DE INGENIERÍA CUSCO, PARA LA UNIDAD DE GESTIÓN DE PROGRAMAS Y PROYECTOS BID",2025-02-03T00:00:00-05:00,2025-04-30T00:00:00-05:00,86,30000.0,PEN,Soles,2025-01-31T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1039-17,ocds-dgv273-seacev3-2025-1039-17-2026-04-03T10:07:01.642684-05:00,2316775,1086119-20601021642,06-2025-GM-MPCH,SUMINISTRO DE ALIMENTOS PARA EL PROGRAMA DE VASO DE LECHE CORRESPONDIENTE AL AÑO FISCAL 2025 (de abril a diciembre),2025-04-01T00:00:00-05:00,2025-12-05T00:00:00-05:00,248,384018.44,PEN,Soles,2025-03-17T00:00:00-05:00,2025-12-31T00:00:00-05:00,499035.74,PEN,Soles
